"","PU_4Km_ID","raw_score","obs_score","UpperOceanSR","depth","max_depth","dive_samps","hook_samps","mid_samps","deep_samps","normalized_obs_score","normalized_score","sponge_rank","sponge_hotspot","sponge_hotspot2"
"108",9259,0.000114726642462508,0,"(13) Eastern Queen Charlotte Sound",25,30,6,0,0,0,0,0.000114726642462508,3,0,0
"109",9260,0.000458888722862284,0,"(13) Eastern Queen Charlotte Sound",19.1538461538462,33,13,0,0,0,0,0.000458888722862284,3,0,0
"110",9265,0.0163763433298121,0.0116185454877181,"(11) Mainland Fjords",397.525127808333,448.3930164,0,0,0,84,0.0116185454877181,0.0163763433298121,5,0,1
"111",9266,0.232554133442938,0.217726119548443,"(11) Mainland Fjords",39.681280008,162.9,8,0,10,0,0.217726119548443,0.232554133442938,8,0,1
"112",9267,5.08708892565067e-05,0,"(11) Mainland Fjords",18,29,3,0,0,0,0,5.08708892565067e-05,2,0,0
"113",9268,2.60305628556645e-05,0,"(11) Mainland Fjords",16.6666666666667,28,3,0,0,0,0,2.60305628556645e-05,2,0,0
"114",9269,0.141797798413583,0.0416666666666667,"(11) Mainland Fjords",18.0909090909091,32,11,0,0,0,0.0416666666666667,0.141797798413583,7,0,1
"115",9415,5.08150507480033e-05,0,"(13) Eastern Queen Charlotte Sound",16.3333333333333,29,3,0,0,0,0,5.08150507480033e-05,2,0,0
"116",9418,0.115337737921411,0.0138888888888889,"(13) Eastern Queen Charlotte Sound",20.1428571428571,30,7,0,0,0,0.0138888888888889,0.115337737921411,6,0,1
"117",9419,9.55990376164008e-05,0,"(11) Mainland Fjords",24,30,2,0,0,0,0,9.55990376164008e-05,3,0,0
"118",9428,0.132717408153982,0.0277777777777778,"(11) Mainland Fjords",16.6666666666667,28,3,0,0,0,0.0277777777777778,0.132717408153982,6,0,1
"119",9445,2.60256045644458e-05,0,"(11) Mainland Fjords",21.5,28,2,0,0,0,0,2.60256045644458e-05,2,0,0
"120",9573,0.000104929889426679,0,"(13) Eastern Queen Charlotte Sound",21.25,30,4,0,0,0,0,0.000104929889426679,3,0,0
"121",9574,3.77702912216093e-06,0,"(13) Eastern Queen Charlotte Sound",15.6666666666667,25,6,0,0,0,0,3.77702912216093e-06,1,0,0
"122",9575,0.000647174680341152,0,"(13) Eastern Queen Charlotte Sound",23.7089682528571,28.13222222,7,0,1,0,0,0.000647174680341152,4,0,0
"123",9586,0.126981691617887,0.00694444444444445,"(11) Mainland Fjords",37.1889219566667,88.4,6,0,6,0,0.00694444444444445,0.126981691617887,6,0,1
"124",9730,2.60379866768316e-05,0,"(13) Eastern Queen Charlotte Sound",22.25,28,4,0,0,0,0,2.60379866768316e-05,2,0,0
"125",9731,2.60305625514918e-05,0,"(13) Eastern Queen Charlotte Sound",22.5,28,2,0,0,0,0,2.60305625514918e-05,2,0,0
"126",9732,0.169430767477191,0.0416666666666667,"(13) Eastern Queen Charlotte Sound",24.7724911123718,41.0537037,13,0,6,0,0.0416666666666667,0.169430767477191,7,0,1
"127",9733,0.785145763073968,0.429060290278074,"(13) Eastern Queen Charlotte Sound",67.7313678842857,138.4,4,0,14,0,0.429060290278074,0.785145763073968,10,1,1
