"","PU_1Km_ID","raw_score","obs_score","UpperOceanSR","PU_4Km_ID","depth","max_depth","dive_samps","hook_samps","mid_samps","deep_samps","normalized_obs_score","normalized_score","sponge_rank","sponge_hotspot","sponge_hotspot2"
"97",28578,0.108891511620708,0.104353831351126,"(11) Mainland Fjords",7687,74.5399906633333,100.46,0,0,3,0,0.104353831351126,0.108891511620708,7,0,1
"98",28579,0.185362312388972,0.236229195652129,"(11) Mainland Fjords",7687,30.1938712516667,54.62433862,2,0,3,0,0.236229195652129,0.185362312388972,9,1,1
"99",28581,0.357471182335136,0.36756773142012,"(11) Mainland Fjords",7688,36.28425938,50,4,0,4,0,0.36756773142012,0.357471182335136,10,1,1
"100",28778,0.351604234579717,0.288888888888889,"(11) Mainland Fjords",7686,25.5,31,2,0,0,0,0.288888888888889,0.351604234579717,10,1,1
"101",28784,0.146601416645468,0.0666666666666667,"(11) Mainland Fjords",7688,29,29,1,0,0,0,0.0666666666666667,0.146601416645468,8,0,1
"102",28785,0.25420695011475,0.133333333333333,"(11) Mainland Fjords",7688,21.5,27,2,0,0,0,0.133333333333333,0.25420695011475,9,1,1
"103",28786,8.86823811375514e-07,0,"(11) Mainland Fjords",7688,20,24,2,0,0,0,0,8.86823811375514e-07,1,0,0
"104",28787,0.284000454543505,0.333333333333333,"(11) Mainland Fjords",7689,24,30,2,0,0,0,0.333333333333333,0.284000454543505,10,1,1
"105",28790,1.94170865945265e-05,0,"(11) Mainland Fjords",7689,23,28,2,0,0,0,0,1.94170865945265e-05,2,0,0
"106",28983,0.238092418355514,0.222404141972831,"(11) Mainland Fjords",7686,100.643314414,154.1585526,0,0,5,0,0.222404141972831,0.238092418355514,9,1,1
"107",28984,0.342360288702743,0.361982474519431,"(11) Mainland Fjords",7687,42.1899356116667,118.7,2,0,9,0,0.361982474519431,0.342360288702743,10,1,1
"108",28985,0.0441619497913375,0.0283402895815171,"(11) Mainland Fjords",7687,65.940605135,91.38333333,0,0,6,0,0.0283402895815171,0.0441619497913375,7,0,1
"109",28986,0.0590990700282804,0.0532453925499033,"(11) Mainland Fjords",7687,104.61370797,192.8684211,0,0,6,0,0.0532453925499033,0.0590990700282804,7,0,1
"110",28987,1,1,"(11) Mainland Fjords",7687,22,30,3,0,0,0,1,1,10,1,1
"111",28989,0.0229002261677102,0,"(11) Mainland Fjords",7688,101.11833333,102.5,0,0,10,0,0,0.0229002261677102,6,0,1
"112",28990,0.140071247201033,0.166666666666667,"(11) Mainland Fjords",7688,31.35275,45.875,1,0,2,0,0.166666666666667,0.140071247201033,8,0,1
"113",29183,0.102616153734334,0.0222222222222222,"(11) Mainland Fjords",7843,20.5,25,2,0,0,0,0.0222222222222222,0.102616153734334,7,0,1
"114",29189,0.309588909553841,0.255555555555555,"(11) Mainland Fjords",7845,27.8424650216667,58.70322581,4,0,6,0,0.255555555555555,0.309588909553841,10,1,1
"115",29193,0.0652527459010992,0.0111111111111111,"(11) Mainland Fjords",7846,62.370833325,100.8333333,2,0,2,0,0.0111111111111111,0.0652527459010992,7,0,1
"116",29194,0.140626090098516,0.0983562632122176,"(11) Mainland Fjords",7846,58.21791666625,100.45,2,0,8,0,0.0983562632122176,0.140626090098516,8,0,1
"117",29196,0.0339195638313933,0.0270520946131868,"(11) Mainland Fjords",7847,47.38,87.6,2,0,5,0,0.0270520946131868,0.0339195638313933,7,0,1
"118",29197,0.432659542676642,0.568535653587394,"(11) Mainland Fjords",7847,43.5060493822222,67.13333333,0,0,9,0,0.568535653587394,0.432659542676642,10,1,1
"119",29205,4.332123888095e-05,0,"(11) Mainland Fjords",7851,29,29,1,0,0,0,0,4.332123888095e-05,3,0,0
"120",29391,0.210393649843609,0.0666666666666667,"(11) Mainland Fjords",7843,22.5,30,2,0,0,0,0.0666666666666667,0.210393649843609,9,1,1
"121",29398,0.0234869389108469,0.0243468851449118,"(11) Mainland Fjords",7845,78.278210115,171.3774319,1,0,2,0,0.0243468851449118,0.0234869389108469,6,0,1
"122",29401,0.168823375648584,0.0666666666666667,"(11) Mainland Fjords",7846,27.5,33,2,0,0,0,0.0666666666666667,0.168823375648584,8,0,1
"123",29417,0.321184928329027,0.222222222222222,"(11) Mainland Fjords",7852,24,30,2,0,0,0,0.222222222222222,0.321184928329027,10,1,1
"124",29606,0.232723312674269,0.2,"(11) Mainland Fjords",7843,25,32,2,0,0,0,0.2,0.232723312674269,9,1,1
"125",29612,0.00671128314862796,0,"(11) Mainland Fjords",7845,35.2953315416667,41.8,0,0,6,0,0,0.00671128314862796,5,0,0
"126",29613,0.0012754928395364,0,"(11) Mainland Fjords",7845,25.597342455,36.92370717,1,0,2,0,0,0.0012754928395364,5,0,0
"127",29614,9.49118721963723e-05,0,"(11) Mainland Fjords",7845,24,30,2,0,0,0,0,9.49118721963723e-05,3,0,0
"128",29623,0.0180740891856553,0.00515277991969629,"(11) Mainland Fjords",7850,71,71,0,0,1,0,0.00515277991969629,0.0180740891856553,6,0,1
"129",29625,0.124894055047981,0.0666666666666667,"(11) Mainland Fjords",7851,22,22,1,0,0,0,0.0666666666666667,0.124894055047981,8,0,1
"130",29830,0.70314829961598,0.622222222222222,"(11) Mainland Fjords",7843,19.6,30,5,0,0,0,0.622222222222222,0.70314829961598,10,1,1
"131",29831,0.151295556633253,0.0666666666666667,"(11) Mainland Fjords",7843,24,30,2,0,0,0,0.0666666666666667,0.151295556633253,8,0,1
"132",29853,0.345488745638303,0.266666666666667,"(11) Mainland Fjords",7852,23.5,30,2,0,0,0,0.266666666666667,0.345488745638303,10,1,1
"133",29854,0.345556527672272,0.266666666666667,"(11) Mainland Fjords",7852,24,30,2,0,0,0,0.266666666666667,0.345556527672272,10,1,1
"134",29859,9.49118721963723e-05,0,"(11) Mainland Fjords",7853,24,30,2,0,0,0,0,9.49118721963723e-05,3,0,0
"135",30049,0.148563020492192,0.0666666666666667,"(11) Mainland Fjords",7999,20.6666666666667,30,6,0,0,0,0.0666666666666667,0.148563020492192,8,0,1
"136",30053,0.265248134704147,0.133333333333333,"(11) Mainland Fjords",8000,23.5,32,4,0,0,0,0.133333333333333,0.265248134704147,9,1,1
"137",30058,0.0753703412907737,0.0695625289854624,"(11) Mainland Fjords",8001,52.5558333335714,134.06,2,0,7,0,0.0695625289854624,0.0753703412907737,7,0,1
"138",30065,0.211027412544176,0.2,"(11) Mainland Fjords",8003,23,29,2,0,0,0,0.2,0.211027412544176,9,1,1
"139",30075,0.217171427388956,0.2,"(11) Mainland Fjords",8010,25,30,2,0,0,0,0.2,0.217171427388956,9,1,1
"140",30285,1.86694608638775e-06,0,"(11) Mainland Fjords",8002,21.5,25,2,0,0,0,0,1.86694608638775e-06,2,0,0
"141",30499,0.000663702746464476,0,"(11) Mainland Fjords",8001,25.5,33,2,0,0,0,0,0.000663702746464476,4,0,0
"142",30519,0.447422122678289,0.444444444444444,"(11) Mainland Fjords",8010,13.5,15,2,0,0,0,0.444444444444444,0.447422122678289,10,1,1
"143",30715,9.49398245854799e-05,0,"(13) Eastern Queen Charlotte Sound",7997,25,30,2,0,0,0,0,9.49398245854799e-05,4,0,0
"144",30716,0.00136664093027719,0,"(13) Eastern Queen Charlotte Sound",7997,35.53333333,35.53333333,0,0,1,0,0,0.00136664093027719,5,0,0
"145",30743,0.330746952736516,0.266666666666667,"(11) Mainland Fjords",8009,21,27,2,0,0,0,0.266666666666667,0.330746952736516,10,1,1
"146",30748,0.301813688372085,0.355555555555556,"(11) Mainland Fjords",8011,23,28,2,0,0,0,0.355555555555556,0.301813688372085,10,1,1
"147",30749,0.242852679893621,0.111111111111111,"(11) Mainland Fjords",8012,24,30,2,0,0,0,0.111111111111111,0.242852679893621,9,1,1
"148",30941,0.00107059198512434,0,"(11) Mainland Fjords",8156,25.5,34,4,0,0,0,0,0.00107059198512434,5,0,0
"149",30943,9.49066795831863e-05,0,"(11) Mainland Fjords",8156,23.5,30,2,0,0,0,0,9.49066795831863e-05,3,0,0
"150",30944,0.000663709136566508,0,"(11) Mainland Fjords",8157,27,33,2,0,0,0,0,0.000663709136566508,4,0,0
"151",30945,1.25590236275784e-05,0,"(11) Mainland Fjords",8157,21.25,27,4,0,0,0,0,1.25590236275784e-05,2,0,0
"152",30947,0.378496957979714,0.333333333333333,"(11) Mainland Fjords",8159,26,32,3,0,0,0,0.333333333333333,0.378496957979714,10,1,1
"153",30970,0.322835494046712,0.266666666666667,"(11) Mainland Fjords",8168,21.5,25,2,0,0,0,0.266666666666667,0.322835494046712,10,1,1
"154",31161,0.417800706109711,0.371000154589133,"(11) Mainland Fjords",8155,93.43229166625,119.1,0,0,8,0,0.371000154589133,0.417800706109711,10,1,1
"155",31162,0.153510424416586,0.139125057970925,"(11) Mainland Fjords",8155,91.020555555,117.6,0,0,6,0,0.139125057970925,0.153510424416586,8,0,1
"156",31165,9.49118721963723e-05,0,"(11) Mainland Fjords",8156,24,30,2,0,0,0,0,9.49118721963723e-05,3,0,0
"157",31166,0.000444279812056013,0,"(11) Mainland Fjords",8156,25.1428571428571,32,7,0,0,0,0,0.000444279812056013,4,0,0
"158",31167,4.33363332923333e-05,0,"(11) Mainland Fjords",8157,23.5,29,2,0,0,0,0,4.33363332923333e-05,3,0,0
"159",31169,2.17790554442567e-07,0,"(11) Mainland Fjords",8157,18.5,22,2,0,0,0,0,2.17790554442567e-07,1,0,0
"160",31178,0.590135068229311,0.466666666666667,"(11) Mainland Fjords",8160,23.75,30,4,0,0,0,0.466666666666667,0.590135068229311,10,1,1
"161",31185,0.25754658247241,0.133333333333333,"(11) Mainland Fjords",8165,21.5,28,2,0,0,0,0.133333333333333,0.25754658247241,9,1,1
"162",31391,0.131846628406168,0.0222222222222222,"(11) Mainland Fjords",8157,25,32,4,0,0,0,0.0222222222222222,0.131846628406168,8,0,1
"163",31593,0.137026713738715,0.127531303140014,"(13) Eastern Queen Charlotte Sound",8155,94.2490530425,124.5545455,0,0,4,0,0.127531303140014,0.137026713738715,8,0,1
"164",31597,0.0906160839783711,0.0927500386472832,"(11) Mainland Fjords",8156,92.3495370266667,124.3333333,0,0,3,0,0.0927500386472832,0.0906160839783711,7,0,1
"165",31603,4.33363332923333e-05,0,"(11) Mainland Fjords",8157,23.5,29,2,0,0,0,0,4.33363332923333e-05,3,0,0
"166",31613,0.59417599022253,0.4,"(11) Mainland Fjords",8160,23.5,30,6,0,0,0,0.4,0.59417599022253,10,1,1
"167",31802,0.0089866779594363,0,"(13) Eastern Queen Charlotte Sound",8312,105.6,105.6,0,0,1,0,0,0.0089866779594363,6,0,0
"168",31807,9.49038057588414e-05,0,"(11) Mainland Fjords",8313,23,30,2,0,0,0,0,9.49038057588414e-05,3,0,0
"169",31808,4.03083189742036e-06,0,"(11) Mainland Fjords",8314,23,26,2,0,0,0,0,4.03083189742036e-06,2,0,0
"170",31809,0.00202548220622616,0,"(11) Mainland Fjords",8314,25.302454885,46.81698113,2,0,4,0,0,0.00202548220622616,5,0,0
"171",31812,0.00375368730628067,0,"(11) Mainland Fjords",8315,37.0459967316667,63,2,0,3,0,0,0.00375368730628067,5,0,0
"172",31813,1,1,"(11) Mainland Fjords",8315,91.7009990947059,140.5865177,0,0,17,0,1,1,10,1,1
"173",31817,8.71902906265664e-06,0,"(11) Mainland Fjords",8316,21.5,27,2,0,0,0,0,8.71902906265664e-06,2,0,0
"174",31828,0.576843893780959,0.577777777777778,"(11) Mainland Fjords",8326,25.5,33,2,0,0,0,0.577777777777778,0.576843893780959,10,1,1
"175",32018,0.00239426953223379,0,"(11) Mainland Fjords",8313,44.33333333,44.33333333,0,0,1,0,0,0.00239426953223379,5,0,0
"176",32020,0.00384961384698575,0,"(11) Mainland Fjords",8313,23.7724825533333,31.57606838,0,0,6,0,0,0.00384961384698575,5,0,0
"177",32031,8.71669319834555e-06,0,"(11) Mainland Fjords",8316,21,27,2,0,0,0,0,8.71669319834555e-06,2,0,0
"178",32040,0.149128486206994,0.167631954106265,"(11) Mainland Fjords",8318,33.904347825,35.80869565,1,0,1,0,0.167631954106265,0.149128486206994,8,0,1
"179",32234,9.49756203341198e-05,0,"(11) Mainland Fjords",8314,25.5,30,2,0,0,0,0,9.49756203341198e-05,4,0,0
"180",32237,0.000197613422745638,0,"(11) Mainland Fjords",8314,25.5,31,2,0,0,0,0,0.000197613422745638,4,0,0
"181",32240,9.49118721963723e-05,0,"(11) Mainland Fjords",8315,24,30,2,0,0,0,0,9.49118721963723e-05,3,0,0
"182",32241,0.0777239336648026,0.0779495005731635,"(11) Mainland Fjords",8315,43.4123346575,85.7462963,2,0,4,0,0.0779495005731635,0.0777239336648026,7,0,1
"183",32243,0.0916944601533724,0.0853300355555005,"(11) Mainland Fjords",8316,75.1247619025,98.0047619,0,0,4,0,0.0853300355555005,0.0916944601533724,7,0,1
"184",32253,0.07600291906617,0.0927500386472832,"(11) Mainland Fjords",8318,34.33090804,40.46857143,0,0,4,0,0.0927500386472832,0.07600291906617,7,0,1
"185",32254,0.027297495131903,0.0115937548309104,"(11) Mainland Fjords",8326,54.30871111,58.2168,0,0,3,0,0.0115937548309104,0.027297495131903,6,0,1
"186",32444,0.00207292416944754,0,"(13) Eastern Queen Charlotte Sound",8312,30.3,30.3,0,0,2,0,0,0.00207292416944754,5,0,0
"187",32460,8.72314410427891e-06,0,"(11) Mainland Fjords",8316,22,27,2,0,0,0,0,8.72314410427891e-06,2,0,0
"188",32469,0.212355232075546,0.133333333333333,"(11) Mainland Fjords",8318,24,30,2,0,0,0,0.133333333333333,0.212355232075546,9,1,1
