binGrp,coralFix,area.m2,black,bocaccio,brown,canary,china,copper,deacon,dusky,greenstripe,puget.sound,pygmy,quillback,redstripe,rosethorn,sharpchin,silvergray,splitnose,stripetail,tiger,vermillion,widow,yelloweye,yellowtail,blackspotted,shortraker,shortbelly,depth,Glass.sponge.cover,Paragorgia.Pac_count,Stylaster_count,CalcigorgiaNew,ParagorgiaNew,StylasterNew,PU_1Km_ID,PU_4Km_ID,UpperOceanSR
T_115_13,FALSE,16.1476,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,54.5,0.333333333,0,0,,,,44160,10367,(11) Mainland Fjords
T_115_14,FALSE,153.7579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,46,1,0,0,,,,44160,10367,(11) Mainland Fjords
T_115_2,FALSE,98.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,19,0,0,0,,,,44159,10367,(11) Mainland Fjords
T_115_3,FALSE,33.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,19,0,0,0,,,,44159,10367,(11) Mainland Fjords
T_115_4,FALSE,834.9457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,33.5,0,0,0,,,,44159,10367,(11) Mainland Fjords
T_115_5,FALSE,49.0499,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,37.2,0,0,0,,,,44159,10367,(11) Mainland Fjords
T_115_6,FALSE,151.2104,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,46.2,0,0,0,,,,44159,10367,(11) Mainland Fjords
T_115_7,FALSE,37.1146,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,44.2,0,0,0,,,,44160,10367,(11) Mainland Fjords
T_115_8,FALSE,138.3417,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,40.6,0,0,0,,,,44160,10367,(11) Mainland Fjords
T_115_9,FALSE,39.9557,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,45.4,0,0,0,,,,44160,10367,(11) Mainland Fjords
T_116_1,FALSE,40.847,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,33.4,0,0,0,,,,31809,8314,(11) Mainland Fjords
T_116_2,FALSE,138.1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,38,0,0,0,,,,31597,8156,(11) Mainland Fjords
T_117_1,FALSE,129.8954,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,31.57606838,0,0,0,,,,32020,8313,(11) Mainland Fjords
T_117_2,FALSE,124.8362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,18.85,0,0,0,,,,32020,8313,(11) Mainland Fjords
T_117_3,FALSE,118.6718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,27.57605634,0,0,0,,,,32020,8313,(11) Mainland Fjords
T_117_4,FALSE,95.3806,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,24.61578947,0,0,0,,,,32020,8313,(11) Mainland Fjords
T_117_5,FALSE,149.8825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,35.1,0,0,0,,,,32020,8313,(11) Mainland Fjords
T_117_6,FALSE,61.1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,33.03333333,0,0,0,,,,32020,8313,(11) Mainland Fjords
T_117_7,FALSE,137.4242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,19.5,0,0,0,,,,32020,8313,(11) Mainland Fjords
T_117_8,FALSE,128.2948,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,20.51698113,0,0,0,,,,32020,8313,(11) Mainland Fjords
T_117_9,FALSE,78.2439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,19.5,0,0,0,,,,32020,8313,(11) Mainland Fjords
T_118_1,FALSE,129.7926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,17.78117647,0,0,0,,,,31809,8314,(11) Mainland Fjords
T_118_2,FALSE,125.7292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,18.44,0,0,0,,,,31809,8314,(11) Mainland Fjords
T_118_3,FALSE,122.9061,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,25.38148148,0,0,0,,,,31809,8314,(11) Mainland Fjords
T_118_4,FALSE,125.9494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,46.81698113,0,0,0,,,,31809,8314,(11) Mainland Fjords
T_118_5,FALSE,82.3939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,52.22777778,0,0,0,,,,31597,8156,(11) Mainland Fjords
T_119_1,FALSE,109.1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,31.26666667,0,0,0,,,,53727,11629,(11) Mainland Fjords
T_119_2,FALSE,205.5423,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,28.5,0,0,0,,,,53727,11629,(11) Mainland Fjords
T_119_3,FALSE,155.7468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,32.7,0,0,0,,,,53727,11629,(11) Mainland Fjords
T_12_1,FALSE,112.9173,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,31,0.75,0,0,,,,25544,7056,(11) Mainland Fjords
T_12_2,FALSE,85.8268,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,29.66666667,0.666666667,0,0,,,,25544,7056,(11) Mainland Fjords
T_12_3,FALSE,59.4906,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,27,0.5,0,0,,,,25544,7056,(11) Mainland Fjords
T_12_4,FALSE,114.9658,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,33,1,0,0,,,,25544,7056,(11) Mainland Fjords
T_12_5,FALSE,23.2618,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,68,1,0,0,,,,25544,7056,(11) Mainland Fjords
T_120_1,FALSE,128.8356,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,8.301455749,0,0,0,,,,28186,7529,(11) Mainland Fjords
T_120_2,FALSE,102.6175,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,7.082307692,0,0,0,,,,28186,7529,(11) Mainland Fjords
T_120_3,FALSE,6.8586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,7.093076923,0,0,0,,,,28187,7530,(11) Mainland Fjords
T_120_4,FALSE,50.6988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,7.095384615,0,0,0,,,,28187,7530,(11) Mainland Fjords
T_120_5,FALSE,196.4281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,7.096923077,0,0,0,,,,28187,7530,(11) Mainland Fjords
T_120_6,FALSE,39.4739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,7.099230769,0,0,0,,,,28187,7530,(11) Mainland Fjords
T_121_1,FALSE,127.117,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,28.5981982,0,0,0,,,,28984,7687,(11) Mainland Fjords
T_121_2,FALSE,124.1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,36.96315789,0,0,0,,,,28984,7687,(11) Mainland Fjords
T_121_3,FALSE,125.5218,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,66.68732394,0.795774648,0,0,,,,28983,7686,(11) Mainland Fjords
T_121_4,FALSE,127.2778,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,75.42537313,1,0,0,,,,28983,7686,(11) Mainland Fjords
T_121_5,FALSE,122.7778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,93.8392,1,0,0,,,,28983,7686,(11) Mainland Fjords
T_121_6,FALSE,125.7195,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,113.1061224,1,0,0,,,,28983,7686,(11) Mainland Fjords
T_121_7,FALSE,129.0709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,154.1585526,1,0,0,,,,28983,7686,(11) Mainland Fjords
T_121_8,FALSE,23.2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,180.5862069,1,0,0,,,,28983,7686,(11) Mainland Fjords
T_122_1,FALSE,122.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,21.43921569,0,0,0,,,,28984,7687,(11) Mainland Fjords
T_122_2,FALSE,113.1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,29.8,0,0,0,,,,28984,7687,(11) Mainland Fjords
T_122_3,FALSE,108.7458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,48.2,0.578947368,0,0,,,,28984,7687,(11) Mainland Fjords
T_122_4,FALSE,114.6676,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,58.5875,2,0,0,,,,28984,7687,(11) Mainland Fjords
T_122_5,FALSE,114.0455,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,95.93076923,2,0,0,,,,28984,7687,(11) Mainland Fjords
T_122_6,FALSE,101.6103,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,118.7,2.797297297,0,0,,,,28984,7687,(11) Mainland Fjords
T_122_7,FALSE,99.7354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,118.7,2,0,0,,,,28984,7687,(11) Mainland Fjords
T_123_1,TRUE,120.9502,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,80.025,1,77,0,64,4,,31161,8155,(11) Mainland Fjords
T_123_10,FALSE,40.2176,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,95.52,1,0,0,,,,31161,8155,(11) Mainland Fjords
T_123_11,TRUE,82.8908,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,106.6,1,132,0,69,4,,31161,8155,(11) Mainland Fjords
T_123_12,FALSE,48.2086,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,119.1,1,0,0,,,,31161,8155,(11) Mainland Fjords
T_123_13,FALSE,94.0874,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,119.1,1,0,0,,,,31161,8155,(11) Mainland Fjords
T_123_14,FALSE,197.0039,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,119.1,1,0,0,,,,31161,8155,(11) Mainland Fjords
T_123_15,FALSE,51.4247,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,137,1,0,0,,,,31161,8155,(11) Mainland Fjords
T_123_16,FALSE,261.4463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,154.2,1,0,0,,,,31161,8155,(11) Mainland Fjords
T_123_17,FALSE,20.2906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,154.2,1,0,0,,,,31161,8155,(13) Eastern Queen Charlotte Sound
T_123_2,TRUE,123.1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,81.1,1,84,0,52,4,,31161,8155,(11) Mainland Fjords
T_123_3,TRUE,78.518,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,81.1,1,134,0,76,4,,31161,8155,(11) Mainland Fjords
T_123_4,FALSE,42.8939,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,85.1,1,0,0,,,,31161,8155,(11) Mainland Fjords
T_123_5,FALSE,267.9507,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,85.1,1,0,0,,,,31161,8155,(11) Mainland Fjords
T_123_6,FALSE,217.1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,85.1,1,0,0,,,,31161,8155,(11) Mainland Fjords
T_123_7,TRUE,101.9515,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,85.1,1,421,0,431,5,,31161,8155,(11) Mainland Fjords
T_123_8,TRUE,83.9814,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,98.33333333,1,121,0,90,3,,31161,8155,(11) Mainland Fjords
T_123_9,TRUE,102.5314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,96.1,1,10,0,6,0,,31161,8155,(11) Mainland Fjords
T_124_1,TRUE,92.5522,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,NA,NA,NA,84.78333333,0,115,0,105,5,,31162,8155,(11) Mainland Fjords
T_124_10,FALSE,28.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,114,1,0,0,,,,31384,8155,(11) Mainland Fjords
T_124_11,TRUE,126.0745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,117.6,1,2,0,0,1,,31162,8155,(11) Mainland Fjords
T_124_2,TRUE,86.1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,NA,NA,NA,73.4,0,33,0,54,0,,31162,8155,(11) Mainland Fjords
T_124_3,FALSE,76.7693,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,73.4,0,9,0,,,,31162,8155,(11) Mainland Fjords
T_124_4,TRUE,122.6699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,92,1,36,0,35,0,,31162,8155,(11) Mainland Fjords
T_124_5,FALSE,40.7886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,92,1,0,0,,,,31162,8155,(11) Mainland Fjords
T_124_6,FALSE,137.6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,96.9,1,0,0,,,,31384,8155,(11) Mainland Fjords
T_124_7,FALSE,21.4181,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,96.9,1,0,0,,,,31384,8155,(11) Mainland Fjords
T_124_8,FALSE,154.6381,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,96.9,1,0,0,,,,31384,8155,(11) Mainland Fjords
T_124_9,TRUE,87.0347,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,104.94,1,110,0,80,12,,31162,8155,(11) Mainland Fjords
T_125_1,FALSE,125.0259,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,25.96307692,0,0,0,,,,28986,7687,(11) Mainland Fjords
T_125_2,FALSE,121.9831,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,34.46070188,0,0,0,,,,28986,7687,(11) Mainland Fjords
T_125_3,FALSE,118.7153,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,52.94976452,0,0,0,,,,28986,7687,(11) Mainland Fjords
T_125_4,FALSE,113.4127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,183.3409413,0,0,0,,,,28986,7687,(11) Mainland Fjords
T_125_5,FALSE,108.9666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,192.8684211,0.148148148,0,0,,,,28986,7687,(11) Mainland Fjords
T_125_6,FALSE,109.5681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,138.0993421,1,0,0,,,,28986,7687,(11) Mainland Fjords
T_125_7,FALSE,26.1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,95.05952012,1,0,0,,,,28986,7687,(11) Mainland Fjords
T_126_1,FALSE,129.4026,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,27.6826087,0,0,0,,,,28985,7687,(11) Mainland Fjords
T_126_2,FALSE,118.6883,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,52.28913043,0,0,0,,,,28985,7687,(11) Mainland Fjords
T_126_3,FALSE,106.3608,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,63.83913043,0,0,0,,,,28985,7687,(11) Mainland Fjords
T_126_4,FALSE,95.1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,74.88695652,0,0,0,,,,28985,7687,(11) Mainland Fjords
T_126_5,FALSE,100.9065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,85.5624714,0,0,0,,,,28985,7687,(11) Mainland Fjords
T_126_6,FALSE,86.1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,91.38333333,0.611111111,0,0,,,,28985,7687,(11) Mainland Fjords
T_127_1,FALSE,126.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,36.34615385,0,0,0,,,,45253,10527,(11) Mainland Fjords
T_127_2,FALSE,125.6217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,55.7671875,0,0,0,,,,45253,10527,(11) Mainland Fjords
T_127_3,FALSE,123.7061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,86.58571429,0,0,0,,,,45253,10527,(11) Mainland Fjords
T_127_4,FALSE,119.7436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,101.6052632,0,0,0,,,,45253,10527,(11) Mainland Fjords
T_127_5,FALSE,111.8841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,113.7857143,0,0,0,,,,45253,10527,(11) Mainland Fjords
T_127_6,FALSE,117.4998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,125.4625,0,0,0,,,,45253,10527,(11) Mainland Fjords
T_127_7,FALSE,115.3369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,131.4230769,0,0,0,,,,45253,10527,(11) Mainland Fjords
T_127_8,FALSE,117.1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,127.5608696,0,0,0,,,,44980,10369,(11) Mainland Fjords
T_127_9,FALSE,6.2451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,118.9,0,0,0,,,,44980,10369,(11) Mainland Fjords
T_128_1,FALSE,127.3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,45.1,0,0,0,,,,58060,12411,(13) Eastern Queen Charlotte Sound
T_128_2,FALSE,47.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,49,0,0,0,,,,58060,12411,(13) Eastern Queen Charlotte Sound
T_128_3,FALSE,85.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,42.3,0,0,0,,,,58060,12411,(13) Eastern Queen Charlotte Sound
T_128_4,FALSE,68.0315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,37.1,1,0,0,,,,58060,12411,(13) Eastern Queen Charlotte Sound
T_128_5,FALSE,226.9248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,36.4,1,0,0,,,,58060,12411,(13) Eastern Queen Charlotte Sound
T_128_6,FALSE,98.348,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,32.5,1,0,0,,,,58060,12411,(13) Eastern Queen Charlotte Sound
T_129_1,FALSE,121.4723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,20.66666667,0,0,0,,,,58319,12411,(13) Eastern Queen Charlotte Sound
T_129_2,FALSE,107.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,22.91875,0,0,0,,,,58319,12411,(13) Eastern Queen Charlotte Sound
T_129_3,FALSE,114.8052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,34.40454545,0,0,0,,,,58319,12411,(13) Eastern Queen Charlotte Sound
T_129_4,FALSE,104.4065,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,55.66969697,0,0,0,,,,58319,12411,(13) Eastern Queen Charlotte Sound
T_13_1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,54,0,0,0,,,,23622,6736,(13) Eastern Queen Charlotte Sound
T_13_2,FALSE,576.8162,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,54,0,0,0,,,,23419,6736,(13) Eastern Queen Charlotte Sound
T_13_3,FALSE,25.9006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,54,0,0,0,,,,23419,6736,(13) Eastern Queen Charlotte Sound
T_130_1,FALSE,94.4575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,30.3,0,0,0,,,,32444,8312,(13) Eastern Queen Charlotte Sound
T_130_2,FALSE,35.8686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,30.3,0,0,0,,,,32444,8312,(13) Eastern Queen Charlotte Sound
T_130_3,FALSE,160.4521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,30.3,0,0,0,,,,32444,8312,(13) Eastern Queen Charlotte Sound
T_130_4,FALSE,16.8053,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,30.3,0,0,0,,,,32444,8312,(13) Eastern Queen Charlotte Sound
T_130_5,FALSE,101.6895,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,30.3,0,0,0,,,,32444,8312,(13) Eastern Queen Charlotte Sound
T_130_6,FALSE,18.2528,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,30.3,0,0,0,,,,32444,8312,(13) Eastern Queen Charlotte Sound
T_130_7,FALSE,179.1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,30.3,0,0,0,,,,32444,8312,(13) Eastern Queen Charlotte Sound
T_131_1,FALSE,79.5944,0,0,0,10,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,105.6,0,0,0,,,,31802,8312,(13) Eastern Queen Charlotte Sound
T_131_2,FALSE,170.5811,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,105.6,0,0,0,,,,31802,8312,(13) Eastern Queen Charlotte Sound
T_131_3,FALSE,51.1128,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,105.6,0,0,0,,,,31802,8312,(13) Eastern Queen Charlotte Sound
T_131_4,FALSE,132.7127,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,105.6,0,0,0,,,,31802,8312,(13) Eastern Queen Charlotte Sound
T_131_5,FALSE,3.6304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,106.3,0,0,0,,,,31802,8312,(13) Eastern Queen Charlotte Sound
T_132_1,FALSE,125.9811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,114.7,0,0,0,,,,51343,11332,(11) Mainland Fjords
T_132_2,FALSE,92.6326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,93.1,0,0,0,,,,51343,11332,(11) Mainland Fjords
