"","PU_1Km_ID","raw_score","UpperOceanSR","PU_4Km_ID","depth","max_depth","dive_samps","hook_samps","mid_samps","deep_samps","normalized_score","coral_rank","coral_hotspot"
"210",33991,1.33553250828848e-05,"(11) Mainland Fjords",8634,27.75,31,2,0,0,0,1.21753046511296e-05,7,0
"211",33994,1.41891561344771e-05,"(11) Mainland Fjords",8643,25.5,28,2,0,0,0,1.29354618931063e-05,8,0
"212",34169,1.43263385043107e-06,"(13) Eastern Queen Charlotte Sound",8625,123.9268094,130.4032787,0,0,2,0,1.30605234049095e-06,3,0
"213",34181,4.07846795518044e-07,"(13) Eastern Queen Charlotte Sound",8628,53.8183226733333,59.22,0,0,3,0,3.71811165628817e-07,1,0
"214",34187,1.36155460175469e-05,"(11) Mainland Fjords",8629,27,30,2,0,0,0,1.24125335569369e-05,7,0
"215",34382,1.32679831758818e-06,"(13) Eastern Queen Charlotte Sound",8783,117.8802841,119.7484663,0,0,2,0,1.20956799081921e-06,3,0
"216",34401,9.9710496933351e-06,"(11) Mainland Fjords",8787,26.5,33,2,0,0,0,9.09004962099244e-06,4,0
"217",34404,1.36155460175469e-05,"(11) Mainland Fjords",8788,27,30,2,0,0,0,1.24125335569369e-05,7,0
"218",34411,1.15751633258451e-05,"(11) Mainland Fjords",8790,28,28,1,0,0,0,1.05524305102355e-05,6,0
"219",34418,0.492011781633025,"(11) Mainland Fjords",8792,273.273313604,303.7648017,0,0,0,1,0.448539687064901,10,1
"220",34614,7.44105547422405e-05,"(13) Eastern Queen Charlotte Sound",8786,29,29,1,0,0,0,6.78359506506783e-05,10,1
"221",34620,1.01666186182427e-05,"(11) Mainland Fjords",8787,30,30,1,0,0,0,9.26833889708767e-06,5,0
"222",34640,1.33553250828848e-05,"(11) Mainland Fjords",8792,27.75,31,2,0,0,0,1.21753046511296e-05,7,0
"223",34843,1.45045266217658e-05,"(11) Mainland Fjords",8788,24.75,27,2,0,0,0,1.32229675686991e-05,8,0
"224",34856,1.28834780738579e-05,"(11) Mainland Fjords",8792,29.25,33,2,0,0,0,1.17451480620558e-05,6,0
"225",35042,6.42330315979012e-06,"(13) Eastern Queen Charlotte Sound",8783,25.5833333333333,30,4,0,0,0,5.85576707056208e-06,3,0
"226",35260,1.38931682631924e-05,"(13) Eastern Queen Charlotte Sound",8941,26.25,29,2,0,0,0,1.26656262669748e-05,8,0
"227",35293,9.50400318675249e-06,"(11) Mainland Fjords",8950,27,33,2,0,0,0,8.66426938212904e-06,4,0
"228",35477,7.10027182053041e-05,"(13) Eastern Queen Charlotte Sound",8941,23.75,26,2,0,0,0,6.47292162371803e-05,10,1
"229",35508,1.40239365625063e-05,"(11) Mainland Fjords",8950,25,25,1,0,0,0,1.27848404285902e-05,8,0
"230",35692,1.40239365625063e-05,"(13) Eastern Queen Charlotte Sound",8940,25,25,1,0,0,0,1.27848404285902e-05,8,0
"231",35706,1.36155460175469e-05,"(13) Eastern Queen Charlotte Sound",8944,27,30,2,0,0,0,1.24125335569369e-05,7,0
"232",35724,8.53745464346254e-05,"(11) Mainland Fjords",8950,32,32,1,0,0,0,7.7831210086056e-05,10,1
"233",35922,3.68107537305015e-07,"(13) Eastern Queen Charlotte Sound",8944,48.500190413,62.65454545,0,0,5,0,3.35583101366002e-07,1,0
"234",35923,1.23441569225863e-05,"(13) Eastern Queen Charlotte Sound",8944,27,27,1,0,0,0,1.12534790625535e-05,6,0
"235",35943,9.52250009961217e-06,"(11) Mainland Fjords",8950,31,31,1,0,0,0,8.68113198545576e-06,4,0
"236",36129,1.55779507756065e-05,"(13) Eastern Queen Charlotte Sound",9099,22.5,24,2,0,0,0,1.42015484727042e-05,9,1
"237",36143,1.06925305387368e-05,"(13) Eastern Queen Charlotte Sound",9102,25,30,2,0,0,0,9.74778344912499e-06,5,0
"238",36162,1.28834780738579e-05,"(11) Mainland Fjords",9109,29.25,33,2,0,0,0,1.17451480620558e-05,7,0
"239",36345,1.91819567227779e-05,"(13) Eastern Queen Charlotte Sound",9098,20,20,1,0,0,0,1.74871195912633e-05,9,1
"240",36360,4.76149093413306e-07,"(13) Eastern Queen Charlotte Sound",9102,54.5393873180357,78.14791667,0,0,4,0,4.34078559352744e-07,2,0
"241",36361,9.70343587332725e-07,"(13) Eastern Queen Charlotte Sound",9102,26.3333333333333,33,6,0,0,0,8.84608103413837e-07,2,0
"242",36375,0.0129494078486956,"(11) Mainland Fjords",9108,167.33160454,185.787099,0,0,0,15,0.0118052525588948,10,1
"243",36381,1.40239365625063e-05,"(11) Mainland Fjords",9109,25,25,1,0,0,0,1.27848404285902e-05,8,0
"244",36562,1.36155460175469e-05,"(13) Eastern Queen Charlotte Sound",9097,27,30,2,0,0,0,1.24125335569369e-05,7,0
"245",36563,1.45045266217658e-05,"(13) Eastern Queen Charlotte Sound",9098,24.75,27,2,0,0,0,1.32229675686991e-05,8,0
"246",36579,5.17063477684628e-08,"(13) Eastern Queen Charlotte Sound",9102,26.49803922,26.49803922,0,0,1,0,4.71377920470888e-08,1,0
"247",36598,0.008053493313285,"(11) Mainland Fjords",9108,194.418224408333,206.7811421,0,0,0,6,0.0073419204689176,10,1
"248",36599,8.25448391506867e-06,"(11) Mainland Fjords",9108,28.5,33,2,0,0,0,7.52515238529125e-06,3,0
"249",36600,1.49400619876955e-05,"(11) Mainland Fjords",9108,24,24,1,0,0,0,1.36200208589504e-05,8,0
"250",36601,1.16154238802921e-05,"(11) Mainland Fjords",9108,25.36734143,26,1,0,1,0,1.05891338111866e-05,6,0
"251",36794,1.59108084888256e-05,"(13) Eastern Queen Charlotte Sound",9099,23,23,1,0,0,0,1.45049962763907e-05,9,1
"252",36804,9.9710496933351e-06,"(13) Eastern Queen Charlotte Sound",9102,26.5,33,2,0,0,0,9.09004962099244e-06,4,0
"253",36829,1.40239365625063e-05,"(11) Mainland Fjords",9109,25,25,1,0,0,0,1.27848404285902e-05,8,0
"254",36834,1.08500983393347e-05,"(11) Mainland Fjords",9110,29,29,1,0,0,0,9.89142922064917e-06,5,0
"255",37031,1.91819567227779e-05,"(13) Eastern Queen Charlotte Sound",9257,20,20,1,0,0,0,1.74871195912633e-05,9,1
"256",37039,4.99494001187715e-06,"(13) Eastern Queen Charlotte Sound",9259,24.75,30,4,0,0,0,4.55360809125174e-06,3,0
"257",37069,1.09642125723651e-05,"(11) Mainland Fjords",9267,24.5,29,2,0,0,0,9.99546079933056e-06,5,0
"258",37075,1.23441569225863e-05,"(11) Mainland Fjords",9269,27,27,1,0,0,0,1.12534790625535e-05,6,0
"259",37285,1.02264293172026e-05,"(13) Eastern Queen Charlotte Sound",9259,25.5,30,2,0,0,0,9.3228649738933e-06,5,0
"260",37287,1.08500983393347e-05,"(13) Eastern Queen Charlotte Sound",9260,29,29,1,0,0,0,9.89142922064917e-06,5,0
"261",37288,7.70300148248139e-06,"(13) Eastern Queen Charlotte Sound",9260,24.3333333333333,29,3,0,0,0,7.02239662421278e-06,3,0
"262",37289,9.06312374256129e-06,"(13) Eastern Queen Charlotte Sound",9260,27.5,33,2,0,0,0,8.2623441939262e-06,4,0
"263",37302,0.0324665070664272,"(11) Mainland Fjords",9265,393.911481002341,420.6160761,0,0,0,4,0.0295979028618614,10,1
"264",37313,1.31595478451009e-05,"(11) Mainland Fjords",9269,26,26,1,0,0,0,1.1996825467809e-05,7,0
"265",37519,1.28834780738579e-05,"(13) Eastern Queen Charlotte Sound",9257,29.25,33,2,0,0,0,1.17451480620558e-05,7,0
"266",37539,0.0151134571429852,"(11) Mainland Fjords",9265,414.785924326782,448.3930164,0,0,0,11,0.013778095546581,10,1
"267",37546,1.15751633258451e-05,"(11) Mainland Fjords",9268,28,28,1,0,0,0,1.05524305102355e-05,6,0
"268",37550,1.25288164296906e-05,"(11) Mainland Fjords",9269,28.75,32,2,0,0,0,1.14218228311828e-05,6,0
"269",37763,1.15751633258451e-05,"(13) Eastern Queen Charlotte Sound",9260,28,28,1,0,0,0,1.05524305102355e-05,6,0
"270",37772,0.51321222417329,"(11) Mainland Fjords",9266,29.7433333333333,34.08,2,0,1,0,0.467866947544489,10,1
"271",37773,0.145872863677338,"(11) Mainland Fjords",9266,48.9510245780952,162.9,3,0,7,0,0.132984150111055,10,1
"272",37777,3.36810447570815e-05,"(11) Mainland Fjords",9269,24.75,27,2,0,0,0,3.07051291032463e-05,9,1
"273",38217,1.01666186182427e-05,"(13) Eastern Queen Charlotte Sound",9418,30,30,1,0,0,0,9.26833889708767e-06,5,0
"274",38218,1.36155460175469e-05,"(13) Eastern Queen Charlotte Sound",9418,27,30,2,0,0,0,1.24125335569369e-05,7,0
"275",38434,1.08500983393347e-05,"(13) Eastern Queen Charlotte Sound",9415,29,29,1,0,0,0,9.89142922064917e-06,5,0
"276",38443,1.15751633258451e-05,"(13) Eastern Queen Charlotte Sound",9418,28,28,1,0,0,0,1.05524305102355e-05,6,0
"277",38457,1.15751633258451e-05,"(11) Mainland Fjords",9428,28,28,1,0,0,0,1.05524305102355e-05,6,0
"278",38676,1.36155460175469e-05,"(11) Mainland Fjords",9419,27,30,2,0,0,0,1.24125335569369e-05,7,0
"279",38689,1.15751633258451e-05,"(11) Mainland Fjords",9445,28,28,1,0,0,0,1.05524305102355e-05,6,0
"280",38897,1.49400619876955e-05,"(13) Eastern Queen Charlotte Sound",9575,24,24,1,0,0,0,1.36200208589504e-05,9,1
"281",38917,4.54320875971973e-07,"(11) Mainland Fjords",9586,58.2111772466667,88.4,0,0,6,0,4.14178991525681e-07,2,0
"282",39125,1.09138901222262e-05,"(13) Eastern Queen Charlotte Sound",9574,24,25,2,0,0,0,9.94958462953089e-06,5,0
"283",39131,1.41891561344771e-05,"(13) Eastern Queen Charlotte Sound",9575,25.5,28,2,0,0,0,1.29354618931063e-05,8,0
"284",39150,2.41143270693049e-05,"(11) Mainland Fjords",9586,31,31,1,0,0,0,2.19836864100017e-05,9,1
"285",39389,1.40239365625063e-05,"(11) Mainland Fjords",9586,25,25,1,0,0,0,1.27848404285902e-05,8,0
"286",39604,8.95147333390666e-06,"(13) Eastern Queen Charlotte Sound",9573,26.75,30,3,0,0,0,8.16055874644688e-06,4,0
"287",39609,5.28322298046409e-08,"(13) Eastern Queen Charlotte Sound",9575,28.13222222,28.13222222,0,0,1,0,4.81641958752719e-08,1,0
"288",39611,1.23441569225863e-05,"(13) Eastern Queen Charlotte Sound",9575,27,27,1,0,0,0,1.12534790625535e-05,6,0
"289",39843,1.5197762930642e-05,"(13) Eastern Queen Charlotte Sound",9730,23.25,25,2,0,0,0,1.3854952428926e-05,9,1
"290",39845,1.15751633258451e-05,"(13) Eastern Queen Charlotte Sound",9731,28,28,1,0,0,0,1.05524305102355e-05,6,0
"291",39850,1.41891561344771e-05,"(13) Eastern Queen Charlotte Sound",9732,25.5,28,2,0,0,0,1.29354618931063e-05,8,0
"292",39878,0.000115524390572487,"(11) Mainland Fjords",9741,48.6582510822222,85.2,2,0,3,0,0.0001053171406257,10,1
"293",40105,4.37662375617274e-06,"(13) Eastern Queen Charlotte Sound",9733,26,30,4,0,0,0,3.98992366296369e-06,3,0
"294",40106,1.19587656693255e-06,"(13) Eastern Queen Charlotte Sound",9733,113.24722225,116.8555556,0,0,4,0,1.09021393617817e-06,3,0
"295",40108,5.27773544208991e-07,"(13) Eastern Queen Charlotte Sound",9734,65.2196428575,70.4,0,0,4,0,4.81141690499601e-07,2,0
"296",40117,5.47148466598459e-08,"(11) Mainland Fjords",9736,31,31,0,0,1,0,4.98804726121704e-08,1,0
"297",40129,1.15596181998395e-05,"(11) Mainland Fjords",9740,23.5,27,2,0,0,0,1.0538258886274e-05,6,0
"298",40134,4.40139568866743e-07,"(11) Mainland Fjords",9741,52.7,58.2,0,0,2,0,4.01250685154564e-07,2,0
"299",40135,4.44877091765745e-07,"(11) Mainland Fjords",9741,56.1,56.1,0,0,1,0,4.05569620427879e-07,2,0
"300",40140,1.41891561344771e-05,"(11) Mainland Fjords",9745,25.5,28,2,0,0,0,1.29354618931063e-05,8,0
"301",40352,1.41891561344771e-05,"(13) Eastern Queen Charlotte Sound",9730,25.5,28,2,0,0,0,1.29354618931063e-05,8,0
"302",40364,1.04966412929032e-06,"(13) Eastern Queen Charlotte Sound",9733,107.948941176,138.4,0,0,10,0,9.56920215431546e-07,2,0
"303",40365,7.55248726876696e-07,"(13) Eastern Queen Charlotte Sound",9734,75.5295940158333,102.3,0,0,3,0,6.88518121426016e-07,2,0
"304",40366,6.95319736701948e-07,"(13) Eastern Queen Charlotte Sound",9734,78.40375,91.7,0,0,4,0,6.33884205120438e-07,2,0
"305",40376,1.1620833974011e-05,"(11) Mainland Fjords",9736,54.3631148000298,149.1285714,2,0,7,0,1.05940658917469e-05,6,0
"306",40387,1.0734643907468e-06,"(11) Mainland Fjords",9739,100.073381595714,169.8521167,0,0,6,0,9.78617585747186e-07,3,0
"307",40617,5.97933095890175e-07,"(13) Eastern Queen Charlotte Sound",9732,31.5215521169444,41.0537037,8,0,1,0,5.4510223886542e-07,2,0
"308",40635,6.87229422033907e-07,"(11) Mainland Fjords",9737,69.9234261720834,91.80689655,0,0,4,0,6.26508716677021e-07,2,0
"309",40884,9.48353351948941e-06,"(13) Eastern Queen Charlotte Sound",9889,25.5,29,3,0,0,0,8.64560832869241e-06,4,0
"310",40888,3.30734240487717e-07,"(13) Eastern Queen Charlotte Sound",9890,44.60789474,44.60789474,0,0,1,0,3.01511952087065e-07,1,0
"311",40893,4.36359823833143e-06,"(13) Eastern Queen Charlotte Sound",9891,26.25,32,4,0,0,0,3.97804902517146e-06,3,0
"312",40927,8.85050186237268e-06,"(11) Mainland Fjords",9904,28,34,2,0,0,0,8.06850869005592e-06,4,0
"313",40931,7.60478559084856e-07,"(11) Mainland Fjords",9905,85.1076136377272,132.25,0,0,10,0,6.93285867625638e-07,2,0
"314",41165,1.30334483385461e-05,"(13) Eastern Queen Charlotte Sound",9890,27.25,30,2,0,0,0,1.18818675840335e-05,7,0
"315",41180,1.0348035044285e-05,"(11) Mainland Fjords",9895,25,28,2,0,0,0,9.43372612967658e-06,5,0
"316",41206,9.95732390857511e-07,"(11) Mainland Fjords",9905,92.8675694515,129.8666667,0,0,4,0,9.07753658892534e-07,2,0
"317",41209,1.28531836919498e-06,"(11) Mainland Fjords",9906,119.785000006,142.775,0,0,5,0,1.17175303644962e-06,3,0
"318",41220,8.3440122493057e-06,"(11) Mainland Fjords",9918,33,33,1,0,0,0,7.60677037193546e-06,4,0
"319",41463,3.05908616911981e-07,"(11) Mainland Fjords",9895,37.85887021,43.05202958,0,0,1,0,2.78879816342484e-07,1,0
"320",41481,9.06489125626698e-07,"(11) Mainland Fjords",9906,92.16,92.52,0,0,2,0,8.26395553754444e-07,2,0
"321",41482,5.3475892280838e-07,"(11) Mainland Fjords",9906,63.6712962966667,85.98888889,0,0,3,0,4.87509870384645e-07,2,0
"322",41722,1.45045266217658e-05,"(13) Eastern Queen Charlotte Sound",9889,24.75,27,2,0,0,0,1.32229675686991e-05,8,0
"323",41724,4.02210450055838e-07,"(13) Eastern Queen Charlotte Sound",9890,50.7250522847916,75.89571429,0,0,6,0,3.66672823978915e-07,1,0
"324",41759,1.31595478451009e-05,"(11) Mainland Fjords",9917,26,26,1,0,0,0,1.1996825467809e-05,7,0
"325",41987,1.01666186182427e-05,"(13) Eastern Queen Charlotte Sound",10046,30,30,1,0,0,0,9.26833889708767e-06,5,0
"326",42028,1.55779507756065e-05,"(11) Mainland Fjords",10075,22.5,24,2,0,0,0,1.42015484727042e-05,9,1
"327",42255,1.15596181998395e-05,"(13) Eastern Queen Charlotte Sound",10046,23.5,27,2,0,0,0,1.0538258886274e-05,6,0
"328",42294,1.49400619876955e-05,"(11) Mainland Fjords",10074,24,24,1,0,0,0,1.36200208589504e-05,9,1
"329",42295,1.36155460175469e-05,"(11) Mainland Fjords",10075,27,30,2,0,0,0,1.24125335569369e-05,7,0
"330",42795,1.40239365625063e-05,"(11) Mainland Fjords",10046,25,25,1,0,0,0,1.27848404285902e-05,8,0
"331",42823,9.78646735368883e-06,"(11) Mainland Fjords",10062,26,30,2,0,0,0,8.92177620162868e-06,4,0
"332",42826,1.06925305387368e-05,"(11) Mainland Fjords",10063,25,30,2,0,0,0,9.74778344912499e-06,5,0
"333",43060,1.00587398879783e-05,"(13) Eastern Queen Charlotte Sound",10203,25.5,29,2,0,0,0,9.16999187833712e-06,4,0
"334",43100,1.06925305387368e-05,"(11) Mainland Fjords",10221,25,30,2,0,0,0,9.74778344912499e-06,5,0
"335",43600,9.78646735368883e-06,"(13) Eastern Queen Charlotte Sound",10203,26,30,2,0,0,0,8.92177620162868e-06,4,0
"336",43617,1.36155460175469e-05,"(11) Mainland Fjords",10210,27,30,2,0,0,0,1.24125335569369e-05,7,0
"337",43620,3.64495087934071e-05,"(11) Mainland Fjords",10211,25,28,1,0,0,0,3.32289832849132e-05,9,1
"338",43643,1.01666186182427e-05,"(11) Mainland Fjords",10222,30,30,1,0,0,0,9.26833889708767e-06,5,0
"339",44186,1.49400619876955e-05,"(11) Mainland Fjords",10389,24,24,1,0,0,0,1.36200208589504e-05,9,1
"340",44428,0.254342570158311,"(11) Mainland Fjords",10367,241.776643016667,244.5752333,0,0,0,12,0.231869928901787,10,1
"341",44699,0.342826329036255,"(11) Mainland Fjords",10367,180.833155799521,238.7825291,0,0,6,19,0.31253563447841,10,1
"342",44702,5.21684504795889e-08,"(11) Mainland Fjords",10368,27.729412645,33.6056338,0,0,2,0,4.75590653034982e-08,1,0
"343",44703,3.46457939432652e-07,"(11) Mainland Fjords",10368,42.677707994,52.23947368,0,0,2,0,3.15846371033e-07,1,0
"344",44704,9.9710496933351e-06,"(11) Mainland Fjords",10368,26.5,33,2,0,0,0,9.09004962099244e-06,4,0
"345",44974,9.64384225998715e-06,"(11) Mainland Fjords",10368,26,29,2,0,0,0,8.79175286217892e-06,4,0
"346",44978,0.816062776920848,"(11) Mainland Fjords",10369,135.801466728352,182.335316,0,0,0,35,0.743958897428203,10,1
"347",44980,4.53282826706911e-05,"(11) Mainland Fjords",10369,47.4897445726944,127.5608696,1,0,2,4,4.13232659933857e-05,9,1
"348",44981,0.0119999260979304,"(11) Mainland Fjords",10369,50.0983902618056,96.5361609,2,0,1,12,0.0109396630277895,10,1
"349",45001,6.10785091170076e-06,"(11) Mainland Fjords",10382,26.1666666666667,30,4,0,0,0,5.56818685820965e-06,3,0
"350",45244,0.118417457890435,"(11) Mainland Fjords",10525,265.291037450758,319.4306807,0,0,0,36,0.107954588666361,10,1
"351",45253,1.00657228862319e-06,"(11) Mainland Fjords",10527,97.7173792091665,131.4230769,0,0,6,0,9.17635788819369e-07,2,0
"352",45258,1.23441569225863e-05,"(11) Mainland Fjords",10528,27,27,1,0,0,0,1.12534790625535e-05,6,0
"353",45511,5.19742245143714e-07,"(13) Eastern Queen Charlotte Sound",10520,63,63.2,0,0,2,0,4.73820003288154e-07,2,0
"354",45526,5.84602259243401e-08,"(11) Mainland Fjords",10524,36.85,36.85,0,0,1,0,5.32949258955039e-08,1,0
"355",45528,1.09591488490799e-06,"(11) Mainland Fjords",10524,108.692597406,134.75,0,0,5,0,9.99084448536714e-07,3,0
"356",45530,0.0357774128786436,"(11) Mainland Fjords",10525,237.822694269765,309.4448509,0,0,0,27,0.0326162709423651,10,1
"357",45539,7.0707879258266e-07,"(11) Mainland Fjords",10528,77.325,77.325,0,0,1,0,6.44604280211744e-07,2,0
"358",45542,1.31595478451009e-05,"(11) Mainland Fjords",10528,26,26,1,0,0,0,1.1996825467809e-05,7,0
"359",45799,4.39293160261039e-07,"(13) Eastern Queen Charlotte Sound",10520,50.4967857143334,65.7,0,0,3,0,4.00479061658331e-07,1,0
"360",45803,7.6092477103457e-07,"(13) Eastern Queen Charlotte Sound",10521,82.214285715,91.6,0,0,2,0,6.93692654161572e-07,2,0
"361",45814,6.25705866326201e-07,"(11) Mainland Fjords",10524,72.7,77.4,0,0,2,0,5.70421123951778e-07,2,0
"362",45815,9.61785759057373e-07,"(11) Mainland Fjords",10524,94.3,94.3,0,0,1,0,8.76806408901886e-07,2,0
"363",45818,4.16209824380391e-07,"(11) Mainland Fjords",10525,54.8920286591818,75,0,0,11,0,3.79435272385735e-07,1,0
"364",46092,0.000134312889857514,"(11) Mainland Fjords",10523,399.393788566667,407.6385613,0,0,0,6,0.000122445567025885,10,1
"365",46093,0.00405978839771156,"(11) Mainland Fjords",10523,349.484447338462,388.7904551,0,0,0,39,0.00370108254606281,10,1
"366",46099,1.64312394785903e-05,"(11) Mainland Fjords",10524,449.277335596545,515.7025758,0,0,0,40,1.49794441697179e-05,9,1
"367",46387,8.07150889554956e-07,"(11) Mainland Fjords",10683,72.0375,101.4,0,0,2,0,7.35834426999898e-07,2,0
"368",46391,4.37281796164487e-07,"(11) Mainland Fjords",10684,49.1427638933334,76.40389805,0,0,3,0,3.98645413245591e-07,1,0
"369",46392,4.75768552522151e-08,"(11) Mainland Fjords",10684,20.26666667,20.26666667,0,0,1,0,4.33731641456453e-08,1,0
"370",46642,7.8057402629049e-06,"(13) Eastern Queen Charlotte Sound",10674,34,34,1,0,0,0,7.1160578375025e-06,3,0
"371",46644,1.08500983393347e-05,"(13) Eastern Queen Charlotte Sound",10675,29,29,1,0,0,0,9.89142922064917e-06,5,0
"372",46664,1.91819567227779e-05,"(11) Mainland Fjords",10680,20,20,1,0,0,0,1.74871195912633e-05,9,1
"373",46672,1.14203220887165e-05,"(11) Mainland Fjords",10682,23.5,26,2,0,0,0,1.04112703944841e-05,5,0
"374",46673,1.11417009211675e-06,"(11) Mainland Fjords",10682,116.90000791,141.9163934,0,0,10,0,1.01572670230865e-06,3,0
"375",46674,7.54173127474955e-07,"(11) Mainland Fjords",10683,89.9182138053846,120.8548387,0,0,13,0,6.87537557469879e-07,2,0
"376",46679,8.2795677298346e-07,"(11) Mainland Fjords",10684,85.6,85.6,0,0,1,0,7.54801989953686e-07,2,0
"377",46929,1.39233730195412e-05,"(13) Eastern Queen Charlotte Sound",10675,25,27,2,0,0,0,1.26931622579131e-05,8,0
"378",46930,4.50298999037198e-06,"(13) Eastern Queen Charlotte Sound",10675,26,35,4,0,0,0,4.10512470744919e-06,3,0
"379",46958,1.18051543592499e-06,"(11) Mainland Fjords",10682,117.7162655125,152.2994565,0,0,8,0,1.07621005018945e-06,3,0
"380",47215,7.00743226489206e-06,"(13) Eastern Queen Charlotte Sound",10676,23.8333333333333,27,4,0,0,0,6.38828498128833e-06,3,0
"381",47245,1.41891561344771e-05,"(11) Mainland Fjords",10685,25.5,28,2,0,0,0,1.29354618931063e-05,8,0
"382",47566,8.3440122493057e-06,"(11) Mainland Fjords",10863,33,33,1,0,0,0,7.60677037193546e-06,4,0
"383",47817,1.01666186182427e-05,"(11) Mainland Fjords",10845,30,30,1,0,0,0,9.26833889708767e-06,5,0
"384",47820,4.36510534087528e-07,"(11) Mainland Fjords",10846,53.6686456234523,86.4,0,0,6,0,3.97942296646439e-07,1,0
"385",48414,1.31595478451009e-05,"(11) Mainland Fjords",10863,26,26,1,0,0,0,1.1996825467809e-05,7,0
"386",48626,1.59108084888256e-05,"(13) Eastern Queen Charlotte Sound",10990,23,23,1,0,0,0,1.45049962763907e-05,9,1
"387",48671,1.06925305387368e-05,"(11) Mainland Fjords",11016,25,30,2,0,0,0,9.74778344912499e-06,5,0
"388",48677,2.09375976947472e-05,"(11) Mainland Fjords",11021,18,18,1,0,0,0,1.90876395006683e-05,9,1
"389",48885,1.59108084888256e-05,"(13) Eastern Queen Charlotte Sound",10990,23,23,1,0,0,0,1.45049962763907e-05,9,1
"390",49148,9.25242690466646e-06,"(13) Eastern Queen Charlotte Sound",10990,26.5,29,2,0,0,0,8.43492132370392e-06,4,0
"391",49431,1.15751633258451e-05,"(11) Mainland Fjords",10994,28,28,1,0,0,0,1.05524305102355e-05,6,0
"392",49701,4.14636239348789e-07,"(11) Mainland Fjords",11152,55.164927972,62.70918367,0,0,5,0,3.78000722718444e-07,1,0
"393",49702,3.18715680003713e-07,"(11) Mainland Fjords",11152,41.5565406525,49.78820533,0,0,2,0,2.9055530112929e-07,1,0
"394",49743,9.75908445751516e-06,"(11) Mainland Fjords",11174,27,34,2,0,0,0,8.89681274315234e-06,4,0
"395",50271,5.36680560182337e-08,"(11) Mainland Fjords",11171,29.4,29.4,0,0,1,0,4.89261719951145e-08,1,0
"396",50532,9.16356152101401e-07,"(11) Mainland Fjords",11171,92.4222222233333,112.5,0,0,3,0,8.35390771211503e-07,2,0
"397",51022,9.97058853823569e-06,"(13) Eastern Queen Charlotte Sound",11304,26,31,2,0,0,0,9.08962921162076e-06,4,0
"398",51044,1.23441569225863e-05,"(11) Mainland Fjords",11311,27,27,1,0,0,0,1.12534790625535e-05,6,0
"399",51072,1.29866434340876e-05,"(11) Mainland Fjords",11330,21.5,23,2,0,0,0,1.18391981643517e-05,7,0
"400",51077,1.61381411957306e-06,"(11) Mainland Fjords",11331,136.379798,151.1727273,0,0,3,0,1.47122428201144e-06,3,0
"401",51284,4.90112112069863e-07,"(13) Eastern Queen Charlotte Sound",11302,56.4834051483333,62.71969697,0,0,2,0,4.46807864325699e-07,2,0
"402",51285,3.79137806804629e-07,"(13) Eastern Queen Charlotte Sound",11302,49.7,49.7,0,0,1,0,3.4563878257993e-07,1,0
"403",51336,1.15751633258451e-05,"(11) Mainland Fjords",11330,28,28,1,0,0,0,1.05524305102355e-05,6,0
"404",51339,9.48146239134983e-06,"(11) Mainland Fjords",11331,26,27,2,0,0,0,8.64372019673647e-06,4,0
"405",51343,1.13017776303484e-06,"(11) Mainland Fjords",11332,103.9,114.7,0,0,2,0,1.03032000265688e-06,3,0
"406",51549,1.5197762930642e-05,"(13) Eastern Queen Charlotte Sound",11302,23.25,25,2,0,0,0,1.3854952428926e-05,9,1
"407",51573,4.51293256436171e-06,"(11) Mainland Fjords",11310,25.0833333333333,28,6,0,0,0,4.11418879736015e-06,3,0
"408",51581,9.78646735368883e-06,"(11) Mainland Fjords",11314,26,30,2,0,0,0,8.92177620162868e-06,4,0
"409",51600,1.23441569225863e-05,"(11) Mainland Fjords",11330,27,27,1,0,0,0,1.12534790625535e-05,6,0
"410",51809,3.29258079460676e-07,"(13) Eastern Queen Charlotte Sound",11460,39.7583333333333,45.3,0,0,1,0,3.00166218448475e-07,1,0
"411",51810,1.64117474515877e-05,"(13) Eastern Queen Charlotte Sound",11460,21,22,2,0,0,0,1.49616743763544e-05,9,1
"412",52085,1.41299125010023e-05,"(13) Eastern Queen Charlotte Sound",11460,22.73873009625,27.14242424,2,0,4,0,1.28814527782613e-05,8,0
"413",52086,4.11554923807047e-07,"(13) Eastern Queen Charlotte Sound",11461,48.2722549795238,63.76385542,0,0,3,0,3.75191659276399e-07,1,0
"414",52353,1.5197762930642e-05,"(13) Eastern Queen Charlotte Sound",11460,23.25,25,2,0,0,0,1.3854952428926e-05,9,1
"415",52636,1.31595478451009e-05,"(13) Eastern Queen Charlotte Sound",11463,26,26,1,0,0,0,1.1996825467809e-05,7,0
"416",52650,6.26088103258675e-05,"(11) Mainland Fjords",11470,26,30,2,0,0,0,5.70769588034299e-05,9,1
"417",52655,1.15751633258451e-05,"(11) Mainland Fjords",11471,28,28,1,0,0,0,1.05524305102355e-05,6,0
"418",52889,1.18852647589797e-05,"(13) Eastern Queen Charlotte Sound",11617,23,26,2,0,0,0,1.08351326831691e-05,6,0
"419",53135,2.09375976947472e-05,"(10 Aristazabal Banks Upwelling",11611,18,18,1,0,0,0,1.90876395006683e-05,9,1
"420",53140,1.80284739023376e-05,"(10 Aristazabal Banks Upwelling",11612,21,21,1,0,0,0,1.64355536681918e-05,9,1
