"","PU_4Km_ID","rockfish_hotspot","composite_score","rockfish_hotspot_rank"
"146",9906,0.433112017439021,0.670507626527369,9
"147",9917,0.365640492898635,0.56605388256233,1
"148",9918,0.374357767263023,0.579549234130764,3
"149",10045,0.40515397079236,0.627225328312143,8
"150",10046,0.386271493202012,0.59799306339619,6
"151",10062,0.389072537808047,0.602329405254574,6
"152",10063,0.402470474241026,0.623070964473272,8
"153",10075,0.366319719074339,0.567105403445171,1
"154",10203,0.372457599816847,0.576607554581271,3
"155",10210,0.366440794725154,0.567292842592527,1
"156",10211,0.366690125562365,0.567678835640853,1
"157",10221,0.450730494444751,0.697783071965229,10
"158",10222,0.390481486745472,0.604510621590977,7
"159",10367,0.387432649323875,0.599790667720129,6
"160",10368,0.382535341384049,0.592209067139007,5
"161",10369,0.479929672906147,0.742986786150915,10
"162",10381,0.400409469953827,0.619880290843286,8
"163",10382,0.370544862541049,0.57364641547793,2
"164",10389,0.377391650444437,0.584246037103723,4
"165",10520,0.440997131956777,0.682714698156227,10
"166",10521,0.458047489211259,0.709110628340169,10
"167",10523,0.413607108034215,0.64031176498564,9
"168",10524,0.435406823341753,0.674060252169761,9
"169",10525,0.386007229779017,0.597583952973491,6
"170",10527,0.37739165062228,0.584246037379044,4
"171",10528,0.382702695885278,0.592468151313283,5
"172",10674,0.404501357644788,0.626215007482889,8
"173",10675,0.394358437176408,0.610512590428006,7
"174",10676,0.380272217156068,0.588705488402927,5
"175",10680,0.370612727208499,0.573751477852709,2
"176",10682,0.389919646899537,0.6036408283587,6
"177",10683,0.445721329695703,0.690028304072552,10
"178",10684,0.378690644859799,0.586257031089681,4
"179",10685,0.380424097437782,0.588940616691009,5
"180",10700,0.396500557615451,0.613828841267248,7
"181",10845,0.366829637103224,0.567894815683817,1
"182",10846,0.393486009653989,0.609161971456883,7
"183",10859,0.406426210889758,0.629194903511472,8
"184",10862,0.396500557615451,0.613828841267248,8
"185",10863,0.366975694368229,0.568120929266799,1
"186",10990,0.379353304472556,0.587282905012028,4
"187",10994,0.367009835540353,0.568173783760247,1
"188",11012,0.402427895261592,0.623005047275662,8
"189",11016,0.382791198639429,0.59260516383946,5
"190",11021,0.373991249887355,0.578981822731993,3
"191",11152,0.3828031673045,0.592623692720872,5
"192",11171,0.378834930158257,0.586480401462971,4
"193",11174,0.378081136417218,0.585313441342161,4
"194",11302,0.39735829434875,0.615156717193274,8
"195",11304,0.369255509222255,0.571650347027436,2
"196",11310,0.405205155403198,0.627304568025072,8
"197",11311,0.3660141741106,0.566632384410406,1
"198",11314,0.373609169146557,0.578390317439276,3
"199",11328,0.396491836911613,0.613815340606457,7
"200",11330,0.365978166353599,0.56657664022712,1
"201",11331,0.398090755777851,0.616290652421517,8
"202",11332,0.377837893848079,0.584936873638802,4
"203",11455,0.367505227179005,0.568940707462337,2
"204",11460,0.395316893197571,0.611996391491021,7
"205",11461,0.400631806968462,0.620224494324071,8
"206",11463,0.387664465534023,0.600149546094772,6
"207",11470,0.386129598907219,0.597773394573833,6
"208",11471,0.386565634078076,0.598448427580818,6
"209",11611,0.366503909443499,0.567390551495287,1
"210",11612,0.412270278537848,0.638242197906941,9
"211",11616,0.406048052384132,0.628609470293624,8
"212",11617,0.370603422749914,0.573737073471876,2
"213",11619,0.36820834920954,0.570029221899411,2
"214",11629,0.423502168900898,0.655630466635375,9
"215",11630,0.377676058526377,0.584686333794435,4
"216",11648,0.366553652607272,0.567467559681009,1
"217",11771,0.392274681417535,0.607286694881615,7
"218",11774,0.433541319915685,0.671172236543023,9
"219",11779,0.381192689874027,0.590130486908051,5
"220",11780,0.367409206703308,0.568792056631453,1
"221",11785,0.366694556023185,0.567685694507957,1
"222",11788,0.380316044301719,0.588773337906576,5
"223",11789,0.386791991639713,0.598798855334584,6
"224",11806,0.372631263305567,0.576876405799773,3
"225",11926,0.37453140645034,0.579818047727876,3
"226",11929,0.380434299707571,0.588956410987694,5
"227",11932,0.413234930567836,0.639735591110104,9
"228",11937,0.37831724525358,0.585678965199956,4
"229",11938,0.382616173013845,0.59233420387514,5
"230",11939,0.372976930138071,0.577411538139906,3
"231",11943,0.385414358850098,0.5966661200264,6
"232",11944,0.437745476580962,0.677680758573542,10
"233",11947,0.366895818360835,0.567997271944956,1
"234",12088,0.375311144278752,0.581025172304409,3
"235",12093,0.402378055404067,0.622927889396799,8
"236",12095,0.377391654503788,0.584246043388068,4
"237",12096,0.382869904102343,0.592727009022712,5
"238",12242,0.484845505249441,0.750597064656689,10
"239",12251,0.375830311766307,0.58182890377764,3
"240",12253,0.373000264088069,0.5774476618003,3
"241",12254,0.374110556222438,0.579166522773426,3
"242",12258,0.392412331534388,0.607499793224367,7
"243",12284,0.365765144003956,0.566246856927869,1
"244",12400,0.404849947099519,0.626754664381134,8
"245",12401,0.404254106646194,0.625832234265918,8
"246",12409,0.373558027306118,0.578311143939885,3
"247",12410,0.594475401102291,0.92031685608475,10
"248",12411,0.412288070397192,0.638269741768343,9
"249",12412,0.379085924311457,0.586868969517328,4
"250",12415,0.371298438722726,0.57481303879162,2
"251",12416,0.370553232954106,0.573659373847973,2
"252",12417,0.407538856526791,0.630917407979633,8
"253",12419,0.381277793877179,0.590262237773563,5
"254",12558,0.37697361979397,0.583598877182097,3
"255",12559,0.368053866321994,0.569790064475703,2
"256",12565,0.372119044271801,0.576083431338747,2
"257",12566,0.376253351427658,0.582483818228956,3
"258",12570,0.396064650905527,0.613154007132682,7
"259",12574,0.372160721959821,0.576147953232733,3
"260",12734,0.387073218116988,0.599234226532338,6
"261",12739,0.438407325030629,0.678705376721363,10
"262",12741,0.40653415374853,0.629362011573871,8
"263",12742,0.366396971336059,0.567224998904461,1
"264",12743,0.371453953809749,0.575053794179813,2
"265",12759,0.533872202258279,0.826496076746559,10
"266",12895,0.452454285284729,0.700451700075751,10
"267",12897,0.417144448366464,0.645787978008821,9
"268",13034,0.394267620156616,0.610371995150254,7
"269",13035,0.366170688140323,0.566874686277735,1
"270",13050,0.454258016873711,0.703244085735637,10
"271",13054,0.505367961380077,0.782368206524398,10
"272",13055,0.411412524122433,0.636914294606949,9
"273",13193,0.382929099686445,0.592818650651202,5
"274",13194,0.394869819483184,0.611304269538624,7
"275",13206,0.373283128289733,0.577885568385317,3
"276",13207,0.37879767276956,0.586422722704915,4
"277",13212,0.459348318125817,0.711124462343611,10
"278",13213,0.41284817636868,0.639136850761918,9
"279",13361,0.366629418925153,0.567584854726927,1
"280",14312,0.388378324301723,0.601254682246006,6
"281",14314,0.367488251294673,0.568914426824872,2
