"","PU_4Km_ID","raw_score","obs_score","UpperOceanSR","depth","max_depth","dive_samps","hook_samps","mid_samps","deep_samps","normalized_obs_score","normalized_score","coral_rank","coral_hotspot","coral_hotspot2"
"190",11332,5.25689597373431e-06,0,"(11) Mainland Fjords",103.9,114.7,0,0,2,0,0,4.62751738947578e-06,9,0,0
"191",11460,3.74590988705473e-07,0,"(13) Eastern Queen Charlotte Sound",31.95350530125,45.3,6,0,8,0,0,3.29743316747457e-07,6,0,0
"192",11461,9.20930916008207e-07,0,"(13) Eastern Queen Charlotte Sound",46.1334881249206,63.76385542,0,0,7,0,0,8.10673037782509e-07,7,0,0
"193",11463,2.32374112502832e-08,0,"(13) Eastern Queen Charlotte Sound",26,26,1,0,0,0,0,2.04553267145401e-08,4,0,0
"194",11470,0.0559488109507564,0.0554785020804438,"(11) Mainland Fjords",26,30,2,0,0,0,0.0489582719758289,0.0492503745344616,10,1,1
"195",11471,2.09148454660234e-08,0,"(11) Mainland Fjords",28,28,1,0,0,0,0,1.84108286669158e-08,2,0,0
"196",11611,3.08182172514038e-08,0,"(10 Aristazabal Banks Upwelling",18,18,1,0,0,0,0,2.71285254560986e-08,6,0,0
"197",11612,2.82206690825819e-08,0,"(10 Aristazabal Banks Upwelling",21,21,1,0,0,0,0,2.48419671180066e-08,6,0,0
"198",11616,8.34070816599442e-07,0,"(13) Eastern Queen Charlotte Sound",54.2154072413333,62.35284553,0,0,10,0,0,7.34212209477374e-07,7,0,0
"199",11617,2.51329074035528e-08,0,"(13) Eastern Queen Charlotte Sound",23,26,2,0,0,0,0,2.21238857757742e-08,5,0,0
"200",11619,2.53731595376008e-08,0,"(13) Eastern Queen Charlotte Sound",24,24,1,0,0,0,0,2.233537387326e-08,5,0,0
"201",11629,7.05591226241307e-08,0,"(11) Mainland Fjords",31.26666667,31.26666667,0,0,1,0,0,6.21114757759559e-08,6,0,0
"202",11630,2.27251416328746e-08,0,"(11) Mainland Fjords",25,30,2,0,0,0,0,2.00043882568451e-08,3,0,0
"203",11648,2.13765569210944e-08,0,"(11) Mainland Fjords",26.5,30,2,0,0,0,0,1.88172620066541e-08,2,0,0
"204",11771,6.82111632205802e-07,0,"(10 Aristazabal Banks Upwelling",42.7961838334127,67.31666667,1,0,7,0,0,6.00446243442365e-07,7,0,0
"205",11774,2.04350518548688e-08,0,"(13) Eastern Queen Charlotte Sound",26.5833333333333,30,4,0,0,0,0,1.79884780459276e-08,1,0,0
"206",11779,2.90736569540764e-08,0,"(13) Eastern Queen Charlotte Sound",20,20,1,0,0,0,0,2.55928315498072e-08,6,0,0
"207",11788,2.56117014096655e-08,0,"(11) Mainland Fjords",24.75,27,2,0,0,0,0,2.25453564688093e-08,5,0,0
"208",11789,2.45387514241962e-05,0,"(11) Mainland Fjords",277.041518634461,437.8952156,2,0,0,10,0,2.16008647496266e-05,9,0,0
"209",11806,2.43288111983622e-08,0,"(11) Mainland Fjords",25,25,1,0,0,0,0,2.14160594860925e-08,4,0,0
"210",11926,2.27865018904914e-08,0,"(10 Aristazabal Banks Upwelling",25.6666666666667,29,3,0,0,0,0,2.00584021959764e-08,3,0,0
"211",11929,1.00918433083909e-06,0,"(10 Aristazabal Banks Upwelling",54.142610222402,71.448,0,0,24,0,0,8.88360367691842e-07,7,0,0
"212",11932,2.20664445429784e-08,0,"(10 Aristazabal Banks Upwelling",25.5,31,2,0,0,0,0,1.94245532642713e-08,2,0,0
"213",11937,6.85796888542717e-06,0,"(13) Eastern Queen Charlotte Sound",68.8284181033333,173.954386,2,0,4,0,0,6.03690284768074e-06,9,0,0
"214",11938,6.33917489021479e-06,0,"(13) Eastern Queen Charlotte Sound",89.027252796687,172.6322368,4,0,23,0,0,5.58022113923606e-06,9,0,0
"215",11939,2.39572645110915e-08,0,"(13) Eastern Queen Charlotte Sound",25.9166666666667,30,3,0,0,0,0,2.10889959936936e-08,4,0,0
"216",11943,2.43288111983622e-08,0,"(11) Mainland Fjords",25,25,1,0,0,0,0,2.14160594860925e-08,4,0,0
"217",11947,2.38186324919973e-08,0,"(11) Mainland Fjords",27,30,2,0,0,0,0,2.09669616064236e-08,4,0,0
"218",12088,2.12951506508836e-08,0,"(10 Aristazabal Banks Upwelling",26.6666666666667,34,7,0,0,0,0,1.87456020512555e-08,2,0,0
"219",12093,2.5692053759973e-08,0,"(13) Eastern Queen Charlotte Sound",24.5,27,4,0,0,0,0,2.26160886842062e-08,5,0,0
"220",12095,1.28426857625533e-05,0,"(13) Eastern Queen Charlotte Sound",183.790539125,191.115625,0,0,4,0,0,1.1305103237866e-05,9,0,0
"221",12096,2.85199207470181e-08,0,"(13) Eastern Queen Charlotte Sound",20.5,22,5,0,0,0,0,2.51053910639867e-08,6,0,0
"222",12124,2.53731595376008e-08,0,"(11) Mainland Fjords",24,24,1,0,0,0,0,2.233537387326e-08,5,0,0
"223",12242,8.79001463112739e-07,0,"(10 Aristazabal Banks Upwelling",39.0703049057222,75.59298246,2,0,20,0,0,7.73763562423964e-07,7,0,0
"224",12251,2.43288111983622e-08,0,"(13) Eastern Queen Charlotte Sound",25,25,1,0,0,0,0,2.14160594860925e-08,4,0,0
"225",12253,2.13765569210944e-08,0,"(13) Eastern Queen Charlotte Sound",26.5,30,2,0,0,0,0,1.88172620066541e-08,2,0,0
"226",12254,2.20664445429784e-08,0,"(13) Eastern Queen Charlotte Sound",25.5,31,2,0,0,0,0,1.94245532642713e-08,2,0,0
"227",12258,1.96625245308562e-06,0,"(11) Mainland Fjords",54.5471544733333,69.57073171,2,0,1,0,0,1.73084410728592e-06,8,0,0
"228",12284,2.32374112502832e-08,0,"(11) Mainland Fjords",26,26,1,0,0,0,0,2.04553267145401e-08,4,0,0
"229",12400,4.86613661444612e-08,0,"(10 Aristazabal Banks Upwelling",27.118846155,31.48769231,2,0,1,0,0,4.28354145020643e-08,6,0,0
"230",12409,2.6624842267578e-08,0,"(11) Mainland Fjords",22.75,25,3,0,0,0,0,2.3437199670844e-08,5,0,0
"231",12410,2.09148454660234e-08,0,"(13) Eastern Queen Charlotte Sound",28,28,1,0,0,0,0,1.84108286669158e-08,2,0,0
"232",12411,4.32424979712775e-07,0,"(13) Eastern Queen Charlotte Sound",34.2013369201136,55.66969697,11,0,36,0,0,3.8065316933466e-07,6,0,0
"233",12412,2.7678797450399e-08,0,"(11) Mainland Fjords",21.75,23,2,0,0,0,0,2.43649707282514e-08,6,0,0
"234",12415,2.6163503853217e-08,0,"(11) Mainland Fjords",24,26,2,0,0,0,0,2.303109470975e-08,5,0,0
"235",12416,2.27251416328746e-08,0,"(11) Mainland Fjords",25,30,2,0,0,0,0,2.00043882568451e-08,3,0,0
"236",12417,0.0901226750935054,0.0710102403154543,"(11) Mainland Fjords",421.529191967989,457.5016208,0,0,0,94,0.0626646093182545,0.079332794155525,10,1,1
"237",12419,2.15356051749031e-06,0,"(11) Mainland Fjords",60.198284972203,100.3556757,1,0,29,0,0,1.89572683076999e-06,8,0,0
"238",12565,2.09148454660234e-08,0,"(11) Mainland Fjords",28,28,1,0,0,0,0,1.84108286669158e-08,2,0,0
"239",12566,2.63977923508518e-08,0,"(11) Mainland Fjords",25.5,29,3,0,0,0,0,2.32373331634642e-08,5,0,0
"240",12570,1.98072372649204e-08,0,"(11) Mainland Fjords",27.5,33,2,0,0,0,0,1.74358281653006e-08,1,0,0
"241",12574,2.20664445429784e-08,0,"(11) Mainland Fjords",25.5,31,2,0,0,0,0,1.94245532642713e-08,2,0,0
"242",12734,7.01866240046997e-07,0,"(11) Mainland Fjords",48.2432223535,72.62124126,0,0,10,0,0,6.17835743208795e-07,7,0,0
"243",12739,0.0650736565463058,0.0622284740711959,"(11) Mainland Fjords",343.857035721682,426.1415882,0,0,0,5,0.0549149390118872,0.0572827536952178,10,1,1
"244",12741,1.92681726299463e-05,0,"(11) Mainland Fjords",198.284157257527,374.4818179,4,0,0,14,0,1.69613027067681e-05,9,0,0
"245",12742,2.27251416328746e-08,0,"(11) Mainland Fjords",25,30,2,0,0,0,0,2.00043882568451e-08,3,0,0
"246",12743,2.24028734173889e-08,0,"(11) Mainland Fjords",27.5833333333333,31,3,0,0,0,0,1.97207034020018e-08,3,0,0
"247",12759,1.84083776837642e-08,0,"(11) Mainland Fjords",30,30,1,0,0,0,0,1.62044461730416e-08,1,0,0
"248",12895,2.39626467423276e-05,0,"(11) Mainland Fjords",258.7205840725,269.7604305,0,0,0,11,0,2.10937338406595e-05,9,0,0
"249",12897,0.0024123990148566,0.00257816967778305,"(11) Mainland Fjords",72.6317502587528,207.8217523,2,0,23,9,0.0022751647494324,0.00212357605084452,9,0,0
"250",13034,1.96844085994081e-08,0,"(10 Aristazabal Banks Upwelling",29,29,1,0,0,0,0,1.73277050849839e-08,1,0,0
"251",13035,3.08182172514038e-08,0,"(10 Aristazabal Banks Upwelling",18,18,1,0,0,0,0,2.71285254560986e-08,6,0,0
"252",13050,0.85653850334805,0.865743992333366,"(11) Mainland Fjords",296.268290493874,551.5662586,2,0,0,12,0.763995570331696,0.753989966475031,10,1,1
"253",13054,0.0398591766976056,0.0393913653579056,"(11) Mainland Fjords",172.731318815873,207.1087045,0,0,0,30,0.0347618105459159,0.0350870616842988,10,1,1
"254",13055,1.32007785550643e-05,0,"(11) Mainland Fjords",177.65597825,186.8369565,0,0,2,0,0,1.1620323594645e-05,9,0,0
"255",13193,2.2099303459303e-08,0,"(11) Mainland Fjords",27,27,1,0,0,0,0,1.94534781673798e-08,3,0,0
"256",13194,2.44390804084811e-08,0,"(11) Mainland Fjords",26.25,29,2,0,0,0,0,2.15131267839616e-08,5,0,0
"257",13206,2.38186324919973e-08,0,"(11) Mainland Fjords",27,30,2,0,0,0,0,2.09669616064236e-08,4,0,0
"258",13207,0.170949296855499,0.164235791379953,"(11) Mainland Fjords",78.4871556072294,114.6,0,0,11,0,0.144933627279378,0.150482499153494,10,1,1
"259",13212,0.127623312345584,0.149622066227534,"(11) Mainland Fjords",130.275583018214,157.8731092,0,0,0,14,0.132037411560455,0.112343691055039,10,1,1
"260",13213,2.56262190574449e-06,0,"(11) Mainland Fjords",64.7565463894872,120.3085366,4,0,26,0,0,2.25581360002836e-06,8,0,0
"261",13361,2.56117014096655e-08,0,"(11) Mainland Fjords",24.75,27,4,0,0,0,0,2.25453564688093e-08,5,0,0
"262",14312,8.46719775494034e-07,0,"(11) Mainland Fjords",29.5,36,2,0,0,0,0,7.45346779675443e-07,7,0,0
"263",14314,1.90822688028515e-08,0,"(11) Mainland Fjords",28,34,2,0,0,0,0,1.67976560991598e-08,1,0,0
