"","PUID","normalized_score_sponges","normalized_score_rockfish","normalized_score_corals","rank_sponges","rank_rockfish","rank_corals","group_score","normalized_score_sponges.1","normalized_score_rockfish.1","normalized_score_corals.1","even_score","PUID_4km","UpperOceanSR","max_depth","rf_hotspot","cor_hotspot","sponge_hotspot","rf_cor","rf_sp","cor_sp","rf_cor_sp","puid_rank","all_hotspots"
"112",28990,0.33444689691688,0.347561174782958,2.67604015894615e-07,9,9,7,0.682008339303854,0.490385348159027,0.509614259464516,3.92376457108672e-07,0.472610092596769,7688,"(11) Mainland Fjords",45.875,1,0,1,0,1,0,0,10,1
"113",29183,0.119216547803896,0.141554729583727,8.29843635062047e-09,7,6,4,0.260771285686059,0.457168999609182,0.542830968568156,3.18226614896968e-08,0.179795087330664,7843,"(11) Mainland Fjords",25,0,0,0,0,0,0,0,7,0
"114",29189,0.181979743787377,0.190949673850133,5.42773230371197e-07,8,7,7,0.37292996041074,0.487972979127091,0.512025565443504,1.45542940495688e-06,0.258394926572673,7845,"(11) Mainland Fjords",58.70323,0,0,0,0,0,0,0,8,0
"115",29193,0.102495119558513,0.079148375328063,3.20254603071643e-06,7,4,9,0.181646697432607,0.5642553429662,0.435727026402052,1.76306317482299e-05,0.124439389576297,7846,"(11) Mainland Fjords",100.8333333,0,0,0,0,0,0,0,7,0
"116",29194,0.171286059428108,0.124987051688691,2.35570851466004e-06,7,5,9,0.296275466825314,0.578131092876143,0.421860956048664,7.95107519330645e-06,0.201758413812282,7846,"(11) Mainland Fjords",100.45,0,0,0,0,0,0,0,8,0
"117",29196,0.0770153071213244,0.892116761637041,1.35233084764779e-06,7,10,8,0.969133421089213,0.0794682191795291,0.920530385418333,1.39540213784795e-06,0.268923618258603,7847,"(11) Mainland Fjords",87.6,1,0,0,0,0,0,0,9,1
"118",29197,0.551467737785378,0.702377064437207,8.11399765455032e-07,10,10,8,1.25384561362235,0.439821084664636,0.560178268206438,6.47128926113084e-07,0.860007793659365,7847,"(11) Mainland Fjords",67.13333333,1,0,1,0,1,0,0,10,1
"119",29205,0.000100658786189075,0.0210050511642105,6.83576150903392e-09,3,1,1,0.0211057167861611,0.00476926641293114,0.995230409705081,3.23881987913156e-07,0.00063860517919221,7851,"(11) Mainland Fjords",29,0,0,0,0,0,0,0,3,0
"120",29391,0.244429401920149,0.301455704135195,6.43347700248901e-09,8,9,1,0.545885112488821,0.447767114962591,0.552232873252004,1.17854047588095e-08,0.375394756570615,7843,"(11) Mainland Fjords",30,1,0,0,0,0,0,0,10,1
"121",29398,0.123585703346156,0.128649973404023,5.80816481297323e-06,7,5,9,0.252241484914992,0.489949951681444,0.510027022110893,2.30262076633851e-05,0.174853438514563,7845,"(11) Mainland Fjords",171.3774319,0,0,0,0,0,0,0,7,0
"122",29401,0.196134230235358,0.11439375406887,6.86725613799292e-09,8,5,1,0.310527991171484,0.63161529978483,0.368384678100397,2.21147733319815e-08,0.204355608147347,7846,"(11) Mainland Fjords",33,0,0,0,0,0,0,0,8,0
"123",29417,0.373143583369332,0.0807694397682407,8.15767241018997e-09,9,4,4,0.453913031295245,0.822059640598031,0.177940341430085,1.79718841446609e-08,0.212547613888684,7852,"(11) Mainland Fjords",30,0,0,1,0,0,0,0,8,0
"124",29606,0.270371374181647,0.396142872179453,7.749538497749e-09,8,9,3,0.666514254110638,0.40564980045688,0.594350187916154,1.16269658900087e-08,0.450054608250221,7843,"(11) Mainland Fjords",32,1,0,0,0,0,0,0,10,1
"125",29612,0.00682190355664899,0.207590782949387,1.11346827482754e-07,5,7,7,0.214412797852863,0.0318166808369824,0.96818279985247,5.1931054768085e-07,0.0302342451723423,7845,"(11) Mainland Fjords",41.8,0,0,0,0,0,0,0,5,0
"126",29613,0.00569076204786209,0.118945557887955,2.54590109025193e-08,5,5,6,0.124636345394828,0.0456589290213434,0.95434086671231,2.04266346400556e-07,0.0231240940026746,7845,"(11) Mainland Fjords",36.92371,0,0,0,0,0,0,0,4,0
"127",29614,0.000110261570584071,0.140784834113465,8.15767241018997e-09,3,6,4,0.140895103841721,0.000782579149861279,0.999217362951232,5.78989062625918e-08,0.000899054206746708,7845,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,3,0
"128",29623,0.187584033471065,0.0438758848146122,1.42185551772736e-06,8,2,8,0.231461340141195,0.810433540895581,0.189560316154081,6.14295033831571e-06,0.11241229184861,7850,"(11) Mainland Fjords",71,0,0,0,0,0,0,0,6,0
"129",29625,0.290196778720092,0.022488969378744,9.23849004121286e-09,9,1,6,0.312685757337326,0.928078020538131,0.0719219499162632,2.95456055302396e-08,0.0808551711028463,7851,"(11) Mainland Fjords",22,0,0,1,0,0,0,0,6,0
"130",29830,0.326759135287305,0.199480882103781,7.29848143435399e-09,9,7,2,0.526240024689567,0.620931742088722,0.379068244042167,1.38691112266867e-08,0.349216249500033,7843,"(11) Mainland Fjords",30,0,0,1,0,0,0,0,9,1
"131",29831,0.175770904637986,0.239175406814435,8.15767241018997e-09,8,8,4,0.414946319610093,0.423599141216989,0.576400839123426,1.96595849262029e-08,0.282755832081505,7843,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,9,1
"132",29853,0.401379072604756,0.189174638537906,6.43347700248901e-09,10,7,1,0.590553717576139,0.679665643715141,0.320334345390885,1.08939742668872e-08,0.370348890271559,7852,"(11) Mainland Fjords",30,0,0,1,0,0,0,0,9,1
"133",29854,0.401457819859401,0.154445008478449,8.15767241018997e-09,10,6,4,0.555902836495522,0.722172641518145,0.277827343807218,1.46746371391391e-08,0.328477357929141,7852,"(11) Mainland Fjords",30,0,0,1,0,0,0,0,9,1
"134",29859,0.000110261570584071,0.0404866122988513,0.0181687044167604,3,2,10,0.0587655782861958,0.00187629516801627,0.688951142481342,0.309172562350642,0.0371044109950819,7853,"(11) Mainland Fjords",30,0,1,0,0,0,0,0,5,0
"135",30049,0.0575321012623333,0.179621597572473,7.73829505321349e-09,6,7,3,0.237153706573101,0.242594147456849,0.757405819913279,3.26298718457019e-08,0.131395564304449,7999,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,7,0
"136",30053,0.154078893011201,0.162482923917799,7.26979821369328e-09,7,6,2,0.316561824198798,0.486726071285338,0.513273905749801,2.29648607569557e-08,0.219312498497112,8000,"(11) Mainland Fjords",32,0,0,0,0,0,0,0,8,0
"137",30058,0.136001627817237,0.330833664319453,2.9908494956706e-06,7,9,9,0.466838282986186,0.291324925083878,0.708668668308942,6.40660717998379e-06,0.281697013463701,8001,"(11) Mainland Fjords",134.06,1,0,0,0,0,0,0,9,1
"138",30065,0.245165689544515,0.392455260595974,6.83576150903392e-09,8,9,1,0.637620956976251,0.384500676871019,0.615499312408252,1.07207290385352e-08,0.424798833208536,8003,"(11) Mainland Fjords",29,1,0,0,0,0,0,0,10,1
"139",30075,0.252303632642279,0.0971305842693326,7.78633921400606e-09,8,4,3,0.349434224697951,0.722034691537067,0.27796528618023,2.22827034779908e-08,0.206523220952292,8010,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,8,0
"140",30285,2.16460062426824e-06,0.0147916802495048,9.05154029977441e-09,1,1,6,0.0147938539016694,0.000146317561242374,0.999853070594112,6.11844645752045e-07,2.14158326468162e-05,8002,"(11) Mainland Fjords",25,0,0,0,0,0,0,0,1,0
"141",30499,0.000771066760288782,0.307067767704999,7.53488090128575e-09,4,9,2,0.307838842000169,0.0025047741060836,0.99749520141721,2.44767062282596e-08,0.00538858794792468,8001,"(11) Mainland Fjords",33,1,0,0,0,0,0,0,4,0
"142",30519,0.51980239407387,0.157929024209394,NA,10,6,NA,NA,NA,NA,NA,NA,8010,"(11) Mainland Fjords",15,0,NA,1,0,0,NA,0,NA,NA
"143",30715,0.00011029404488108,0.356170488254493,7.78633921400606e-09,4,9,3,0.356280790085713,0.000309570563303583,0.999690407582195,2.18545019284729e-08,0.00100163377040742,7997,"(13) Eastern Queen Charlotte Sound",30,1,0,0,0,0,0,0,3,0
"144",30716,0.0286166806048022,0.676840073516138,3.95663197566944e-08,6,10,7,0.70545679368726,0.0405647530236819,0.959435190890219,5.60860992632736e-08,0.119741286715662,7997,"(13) Eastern Queen Charlotte Sound",35.53333333,1,0,0,0,0,0,0,6,0
"145",30743,0.384252473540403,0.0312451361817732,7.59662865159365e-09,10,2,3,0.415497617318805,0.92480066677632,0.0751993149404736,1.82832062927689e-08,0.110890189561356,8009,"(11) Mainland Fjords",27,0,0,1,0,0,0,0,6,0
"146",30748,0.350638623332774,0.199721257130297,8.53713864207786e-09,9,7,5,0.55035988900021,0.63710788220731,0.362892102280769,1.55119201320913e-08,0.360521150505595,8011,"(11) Mainland Fjords",28,0,0,1,0,0,0,0,9,1
"147",30749,0.282139387224377,0.0306469568590194,8.15767241018997e-09,9,2,4,0.312786352241069,0.90201949414637,0.0979804797729773,2.60806533013395e-08,0.100286597961739,8012,"(11) Mainland Fjords",30,0,0,1,0,0,0,0,6,0
"148",30941,0.000621885234136041,0.430335190694241,0.00950609047568356,4,10,10,0.440463166404061,0.00141188930555331,0.977006077959925,0.0215820327345218,0.0505563134424933,8156,"(11) Mainland Fjords",34,1,1,0,1,0,0,0,5,0
"149",30943,0.000110255537952577,0.130811527969941,6.43347700248901e-09,3,5,1,0.130921789941371,0.000842148109966658,0.999157802750184,4.91398491066311e-08,0.000890883900737257,8156,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,3,0
"150",30944,0.000771074184129031,0.0746472817310538,7.00838611738363e-09,4,4,1,0.0754183629235689,0.0102239581215845,0.989775948951629,9.29267866034976e-08,0.00430108892553109,8157,"(11) Mainland Fjords",33,0,0,0,0,0,0,0,4,0
"151",30945,7.28881261701871e-06,0.625174542145765,7.45155170424729e-09,2,10,2,0.625181838409934,1.16587081856965e-05,0.999988329372799,1.19190149912213e-08,9.0229130896389e-05,8157,"(11) Mainland Fjords",27,1,0,0,0,0,0,0,2,0
"152",30947,0.2931513853571,0.517987382109952,5.69029094283688e-09,9,10,1,0.811138773157343,0.36140719080166,0.638592802183152,7.01518794458256e-09,0.530666195330857,8159,"(11) Mainland Fjords",32,1,0,1,0,1,0,0,10,1
"153",30970,0.37506116405063,0.0870889928136326,9.05154029977441e-09,9,4,6,0.462150165915803,0.811556917452153,0.188443062962135,1.95857125396412e-08,0.223661205883543,8168,"(11) Mainland Fjords",25,0,0,1,0,0,0,0,8,0
"154",31161,0.694996574604957,0.184251952742859,0.320458554504717,10,7,10,1.19970708185253,0.579305219680603,0.153580782784366,0.267113997535031,1.14764870350508,8155,"(11) Mainland Fjords",119.1,0,1,1,0,0,1,0,10,1
"155",31162,0.338075003089577,0.128012496493084,0.275054039393787,9,5,10,0.741141538976448,0.456154439213426,0.172723413492483,0.371122147294091,0.762801407251889,8155,"(11) Mainland Fjords",117.6,0,1,1,0,0,1,0,10,1
"156",31165,0.000110261570584071,0.14116024449596,0.0361529832736215,3,6,10,0.177423489340166,0.000621459824706027,0.795611928391963,0.203766611783331,0.0906009584659472,8156,"(11) Mainland Fjords",100,0,1,0,0,0,0,0,6,0
"157",31166,0.000147464446408622,0.295041905321108,6.14692052953468e-09,4,9,1,0.295189375914437,0.00049955878646312,0.999500420389886,2.08236509545534e-08,0.00126853552968014,8156,"(11) Mainland Fjords",32,1,0,0,0,0,0,0,4,0
"158",31167,5.03425646515994e-05,0.137870148029376,8.3510199129053e-09,3,6,5,0.137920498945048,0.000365011474267199,0.999634927976213,6.05495193012073e-08,0.000448971202951351,8157,"(11) Mainland Fjords",29,0,0,0,0,0,0,0,3,0
"159",31169,2.48658256975727e-07,0.126927128665942,9.23849004121286e-09,1,5,6,0.126927386562689,1.95905914168425e-06,0.999997968155226,7.27856319380688e-08,3.67786493926351e-06,8157,"(11) Mainland Fjords",22,0,0,0,0,0,0,0,1,0
"160",31178,0.342801129471946,0.131749391807774,7.16752607167075e-09,9,6,2,0.474550528447246,0.722370135364951,0.277629849531229,1.51038206513504e-08,0.280317531870023,8160,"(11) Mainland Fjords",30,0,0,1,0,0,0,0,9,1
"161",31185,0.299210348662662,0.105944356970319,7.22351931509868e-09,9,5,2,0.4051547128565,0.73850886875562,0.261491113415341,1.78290393419591e-08,0.232806409177513,8165,"(11) Mainland Fjords",28,0,0,1,0,0,0,0,8,0
"162",31391,0.0765878399158424,0.304433480730028,7.12805466936068e-09,7,9,2,0.381021327773925,0.201006700499676,0.798993280792566,1.87077576759431e-08,0.191194669991844,8157,"(11) Mainland Fjords",32,1,0,0,0,0,0,0,8,0
"163",31593,0.43269703693851,0.540397440553259,0.209312206304977,10,10,10,1.18240668379675,0.365946034361973,0.457031787758528,0.1770221778795,1.2205295014208,8155,"(13) Eastern Queen Charlotte Sound",124.5545455,1,1,1,1,1,1,1,10,1
"164",31597,0.400190969716458,0.131060322169065,0.0748208024206452,10,6,10,0.606072094306168,0.660302583597083,0.216245432515917,0.123451983887,0.523318037656755,8156,"(11) Mainland Fjords",124.3333333,0,1,1,0,0,1,0,10,1
"165",31603,5.03425646515994e-05,0.00856128747512905,8.3510199129053e-09,3,1,5,0.00861163839080056,0.00584587535693303,0.994153154906586,9.69736481483748e-07,0.000309181481791466,8157,"(11) Mainland Fjords",29,0,0,0,0,0,0,0,2,0
"166",31613,0.230098959791512,0.32061147957159,7.16466134171756e-09,8,9,2,0.550710446527763,0.417822035594729,0.58217795139542,1.30098518865782e-08,0.374251536750686,8160,"(11) Mainland Fjords",30,1,0,0,0,0,0,0,10,1
"167",31802,0.156394009012938,0.372438489594182,3.66869211934684e-06,7,9,9,0.528836167299239,0.295732437914828,0.70426062479089,6.93729428167292e-06,0.321157886726953,8312,"(13) Eastern Queen Charlotte Sound",105.6,1,0,0,0,0,0,0,9,1
"168",31807,0.000110252199224536,0.0420920129840573,0.0326656542086417,3,2,10,0.0748679193919235,0.00147262272172118,0.562216945868513,0.436310431409765,0.0520512798007798,8313,"(11) Mainland Fjords",30,0,1,0,0,0,0,0,5,0
"169",31808,4.67854210706485e-06,0.450936110635886,8.54497991917574e-09,2,10,5,0.450940797722973,1.03750694784973e-05,0.999989605981294,1.89492278417115e-08,5.85304448203806e-05,8314,"(11) Mainland Fjords",26,1,0,0,0,0,0,0,2,0
"170",31809,0.00299547816717747,0.110423381986312,2.99767444957209e-07,5,5,7,0.113419159920934,0.0264106890693393,0.973586667925324,2.64300533671894e-06,0.0138452378775762,8314,"(11) Mainland Fjords",46.81698113,0,0,0,0,0,0,0,4,0
"171",31812,0.0129049965622592,0.424065738326303,0.0193776825504957,5,9,10,0.456348417439058,0.0282788239623567,0.929258702607277,0.0424624734303663,0.138344204390877,8315,"(11) Mainland Fjords",63,1,1,0,1,0,0,0,7,0
"172",31813,0.647599422648625,0.0607849104968417,0.00542721019459347,10,3,10,0.71381154334006,0.907241454261701,0.0851554042015313,0.00760314153676826,0.23925214265459,8315,"(11) Mainland Fjords",140.5865177,0,1,1,0,0,1,0,8,0
"173",31817,1.01251572995702e-05,0.166554168638383,7.59662865159365e-09,2,7,3,0.166564301392311,6.07882794508427e-05,0.999939166112765,4.56077838293885e-08,0.000108557029827264,8316,"(11) Mainland Fjords",27,0,0,0,0,0,0,0,2,0
"174",31828,0.670160956200005,0.135054917227957,7.53488090128575e-09,10,6,2,0.805215880962843,0.832274886827437,0.167725103814972,9.35759102549724e-09,0.364167620481718,8326,"(11) Mainland Fjords",33,0,0,1,0,0,0,0,9,1
"175",32018,0.0314939294319596,0.127087716196667,0.0359015000914976,6,5,10,0.194483145720124,0.161936548873401,0.653463906736452,0.184599544390148,0.172066017906412,8313,"(11) Mainland Fjords",44.33333333,0,1,0,0,0,0,0,7,0
"176",32020,0.0024146797136189,0.355765019998001,3.95327763234832e-08,4,9,6,0.358179739244396,0.00674153071503382,0.99325835891363,1.10371335930056e-07,0.0144793092121761,8313,"(11) Mainland Fjords",31.57607,1,0,0,0,0,0,0,4,0
"177",32031,1.01224435583183e-05,0.195985589370019,7.59662865159365e-09,2,7,3,0.195995719410206,5.16462481363315e-05,0.999948314992708,3.87591559369438e-08,0.000110179003496749,8316,"(11) Mainland Fjords",27,0,0,0,0,0,0,0,2,0
"178",32040,0.445522913317459,0.612543044468723,2.24997603703768e-08,10,10,6,1.05806598028594,0.421072902464038,0.578927076270974,2.12649879965862e-08,0.720158143287646,8318,"(11) Mainland Fjords",35.8087,1,0,1,0,1,0,0,10,1
"179",32234,0.000110335631371899,0.375573462655419,7.65287058303453e-09,4,9,3,0.375683805939661,0.000293692806630105,0.99970628682286,2.03705096201662e-08,0.00100781966937799,8314,"(11) Mainland Fjords",30,1,0,0,0,0,0,0,3,0
"180",32237,0.00022957733436281,0.0514459090447393,7.57859614381113e-09,4,3,3,0.0516754939576983,0.00444267324373799,0.995557180098812,1.46657449467537e-07,0.0014726988066647,8314,"(11) Mainland Fjords",31,0,0,0,0,0,0,0,4,0
"181",32240,0.000110261570584071,0.167920781968155,8.15767241018997e-09,3,7,4,0.168031051696411,0.000656197586522788,0.999343753864877,4.85486005582395e-08,0.000918483330436627,8315,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,3,0
"182",32241,0.206209049782175,0.461110387782528,1.4549183131473e-06,8,10,8,0.667320892483016,0.309010330869302,0.69098748889278,2.18023791782351e-06,0.412628742459055,8315,"(11) Mainland Fjords",85.7463,1,0,0,0,0,0,0,10,1
"183",32243,0.251861339840588,0.133475198584704,1.61358954990562e-06,8,6,8,0.385338152014842,0.653611220492092,0.34638459204414,4.18746376778044e-06,0.248633295577634,8316,"(11) Mainland Fjords",98.0047619,0,0,0,0,0,0,0,8,0
"184",32253,0.225638933407986,0.145271755830768,3.9104797360172e-08,8,6,6,0.370910728343551,0.608337576040644,0.39166231853022,1.05429135293039e-07,0.248320134918942,8318,"(11) Mainland Fjords",40.46857143,0,0,0,0,0,0,0,8,0
"185",32254,0.13349777943591,0.0541579317251034,5.98207613892502e-07,7,3,7,0.187656309368627,0.711395102488509,0.288601709728379,3.18778311214358e-06,0.112769689151663,8326,"(11) Mainland Fjords",58.2168,0,0,0,0,0,0,0,6,0
"186",32444,0.0128815799312941,0.11240334874708,3.96880567173011e-08,5,5,7,0.125284968366431,0.102818239883482,0.897181443334248,3.16782270329688e-07,0.0414989595381106,8312,"(13) Eastern Queen Charlotte Sound",30.3,0,0,0,0,0,0,0,5,0
"187",32460,1.0129938038824e-05,0.0890519755550004,7.59662865159365e-09,2,4,3,0.0890621130896679,0.000113740149289128,0.999886174554861,8.52958501438805e-08,0.000102256594641824,8316,"(11) Mainland Fjords",27,0,0,0,0,0,0,0,2,0
"188",32469,0.2467083128126,0.232903930975,8.15767241018997e-09,8,8,4,0.479612251945272,0.51439118123436,0.48560880175675,1.70088907802147e-08,0.332243339717905,8318,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,9,1
"189",32472,0.00829745699187006,0.0615538271641429,8.40107139812201e-08,5,3,7,0.0698513681667269,0.118787322419584,0.881211474873638,1.20270677849425e-06,0.0254621702319602,8326,"(11) Mainland Fjords",41,0,0,0,0,0,0,0,4,0
"190",32675,3.35654463020403e-08,0.0472756337978138,1.03427690042266e-08,1,2,6,0.0472756777060291,7.09993974295998e-07,0.999999071230336,2.18775689870387e-07,6.77736724123808e-07,8473,"(11) Mainland Fjords",18,0,0,0,0,0,0,0,1,0
"191",32676,0.141893460149771,0.269456543991294,6.0167917911562e-09,7,8,1,0.411350010157857,0.344945804414394,0.655054180958666,1.46269396926652e-08,0.265017137994115,8473,"(11) Mainland Fjords",31,0,0,0,0,0,0,0,8,0
"192",32688,1.01251572995702e-05,0.531128314942486,7.59662865159365e-09,2,10,3,0.531138447696414,1.90631225125647e-05,0.999980922574948,1.43025395441448e-08,0.00012030760120288,8476,"(11) Mainland Fjords",27,1,0,0,0,0,0,0,2,0
"193",32691,0.303342409220261,0.100602346706143,2.39321126654916e-06,9,5,9,0.403947149137671,0.75094578552621,0.249048289908481,5.92456530924426e-06,0.226760864297261,8484,"(11) Mainland Fjords",87.7,0,0,1,0,0,0,0,8,0
"194",32908,0.0292717526383277,0.314626788335947,8.11812191654262e-07,6,9,8,0.343899352786466,0.0851172076979833,0.91488043169219,2.36060982690576e-06,0.100117894312598,8476,"(11) Mainland Fjords",75.7,1,0,0,0,0,0,0,6,0
"195",33104,0.00706757167841478,0.356232765638301,3.96884262694625e-08,5,9,7,0.363300377005142,0.0194537967085973,0.980546094047293,1.09244109782195e-07,0.034843255246506,8470,"(13) Eastern Queen Charlotte Sound",29.60147059,1,0,0,0,0,0,0,5,0
"196",33114,0.000110250303435628,0.113640389165201,6.43347700248901e-09,3,5,1,0.113750645902114,0.000969227933268196,0.999030715509013,5.65577184328715e-08,0.000875338687021464,8473,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,3,0
"197",33117,0.257620666800664,0.519701042745944,0.0177802934960616,8,10,10,0.79510200304267,0.324009580927742,0.653628139228891,0.0223622798433667,0.578891323922658,8473,"(11) Mainland Fjords",29,1,1,0,1,0,0,0,10,1
"198",33128,1.02311003540087e-06,0.26782954611993,8.62691286775808e-09,1,8,5,0.267830577856878,3.81998965012723e-06,0.999996147800014,3.22103358652651e-08,1.39441242596963e-05,8476,"(11) Mainland Fjords",24,0,0,0,0,0,0,0,1,0
"199",33320,0.00022957733436281,0.032429630674316,7.57859614381113e-09,4,2,3,0.032659215587275,0.00702948096684418,0.992970286982385,2.32050770587521e-07,0.00136705415888266,8470,"(13) Eastern Queen Charlotte Sound",31,0,0,0,0,0,0,0,4,0
"200",33323,0.00666673400232677,0.322070631806095,1.55332773563255e-07,5,9,7,0.328737521141195,0.0202798085815807,0.979719718905355,4.72513064599457e-07,0.0325888796417041,8470,"(13) Eastern Queen Charlotte Sound",45.58367347,1,0,0,0,0,0,0,5,0
"201",33332,2.25538587022002e-05,0.176069754541863,0.217809848745731,3,7,10,0.393902157146296,5.72575150783539e-05,0.446988551211387,0.552954191273535,0.271043602030635,8473,"(11) Mainland Fjords",28,0,1,0,0,0,0,0,9,1
"202",33335,0.170093551451147,0.0673514587617223,0.135877741799552,7,3,10,0.373322752012421,0.455620640676858,0.180410806463468,0.363968552859674,0.386380261192202,8473,"(11) Mainland Fjords",29,0,1,0,0,0,0,0,10,1
"203",33537,0.0012368124763259,0.213541158086684,6.33333847327638e-09,4,8,1,0.214777976896348,0.00575856283869731,0.994241407673463,2.94878393250386e-08,0.00761168583262086,8628,"(13) Eastern Queen Charlotte Sound",34,0,0,0,0,0,0,0,4,0
"204",33541,0.000110255537952577,0.604867721542531,6.43347700248901e-09,3,10,1,0.604977983513961,0.000182247190736046,0.999817742175031,1.06342332742767e-08,0.00105968638157906,8629,"(11) Mainland Fjords",30,1,0,0,0,0,0,0,4,0
"205",33553,2.1479651824127e-06,0.0921903455458903,8.29843635062047e-09,1,4,5,0.0921925018095091,2.32986971852753e-05,0.999976611290762,9.00120529082392e-08,2.52034541747788e-05,8632,"(11) Mainland Fjords",25,0,0,0,0,0,0,0,1,0
"206",33562,0.15901018457099,0.242700360046851,6.43347700248901e-09,7,8,1,0.401710551051318,0.395832731191262,0.604167252793533,1.60152054399665e-08,0.269662692472031,8634,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,9,1
"207",33752,1.0129938038824e-05,0.407656583809786,0.032669852653011,2,9,10,0.440336566400836,2.3004989391689e-05,0.925784081803233,0.0741929132073756,0.11652143254702,8628,"(13) Eastern Queen Charlotte Sound",27,1,1,0,1,0,0,0,6,0
"208",33758,9.97720483740512e-07,0.482872017764626,8.9402973406457e-09,1,10,6,0.482873024425407,2.06621706592069e-06,0.999997915268134,1.85147997266656e-08,1.42257917383173e-05,8629,"(11) Mainland Fjords",23,1,0,0,0,0,0,0,1,0
"209",33760,0.441359196470588,0.135047243949932,2.68459808233477e-06,10,6,9,0.576409125018602,0.765704735254398,0.234290607293168,4.65745243406431e-06,0.31383723085478,8630,"(11) Mainland Fjords",115.9286,0,0,1,0,0,0,0,9,1
"210",33767,0.000440835875871448,0.066852907255211,7.749538497749e-09,4,3,3,0.0672937508806209,0.00655091847463653,0.99344896636551,1.15159853572387e-07,0.00265610920051705,8632,"(11) Mainland Fjords",32,0,0,0,0,0,0,0,4,0
"211",33991,0.000229555504303784,0.0484870837901639,7.95715747337765e-09,4,3,4,0.0487166472516252,0.00471205465183416,0.995287782012675,1.63335490479842e-07,0.00145901982335307,8634,"(11) Mainland Fjords",31,0,0,0,0,0,0,0,4,0
"212",33994,0.148884331581415,0.0162983049905433,8.53713864207786e-09,7,1,5,0.165182645109097,0.901331562302338,0.0986683860146378,5.16830241847707e-08,0.0532132821554223,8643,"(11) Mainland Fjords",28,0,0,0,0,0,0,0,5,0
"213",34169,0.0646455694070978,0.210985195672745,4.92436344001239e-06,6,7,9,0.275635689443283,0.234532652638946,0.765449481882712,1.78654783419317e-05,0.150194952290867,8625,"(13) Eastern Queen Charlotte Sound",130.4033,0,0,0,0,0,0,0,7,0
"214",34181,0.0271361769629078,0.1463297160398,5.61216364096228e-07,6,6,7,0.173466454219072,0.156434724425954,0.843562040272059,3.2353019874809e-06,0.0752417417765648,8628,"(13) Eastern Queen Charlotte Sound",59.22,0,0,0,0,0,0,0,6,0
"215",34187,0.000110261570584071,0.455499148315955,8.15767241018997e-09,3,10,4,0.455609418044212,0.000242008980098325,0.999757973114933,1.79049687892939e-08,0.00102849880767551,8629,"(11) Mainland Fjords",30,1,0,0,0,0,0,0,3,0
"216",34382,0.0666638785293367,0.107846674652297,4.45677266143602e-06,6,5,9,0.174515009954295,0.38199509914245,0.617979362809776,2.55380477736742e-05,0.116107576490734,8783,"(13) Eastern Queen Charlotte Sound",119.7485,0,0,0,0,0,0,0,6,0
"217",34401,0.196400908257437,0.119331382006546,7.14185724214379e-09,8,5,2,0.31573229740584,0.622048836533769,0.377951140846254,2.26199767994077e-08,0.209347122678442,8787,"(11) Mainland Fjords",33,0,0,0,0,0,0,0,8,0
"218",34404,0.158920320387065,0.143142623129776,8.15767241018997e-09,7,6,4,0.302062951674513,0.526116557843575,0.473883415149895,2.70065308074597e-08,0.20896198103092,8788,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,8,0
"219",34411,2.25410593295477e-05,0.0145963074894229,7.22351931509868e-09,2,1,2,0.0146188557722718,0.00154191680119742,0.998457589075362,4.94123440823587e-07,0.000168583023153297,8790,"(11) Mainland Fjords",28,0,0,0,0,0,0,0,2,0
"220",34418,0.0155437907665237,0.123291610552925,0.462111272846959,5,5,10,0.600946674166408,0.0258655075977997,0.205162314483139,0.768972177919061,0.37349522224731,8792,"(11) Mainland Fjords",303.7648,0,1,0,0,0,0,0,10,1
"221",34614,5.03351211498901e-05,0.285459135657919,0.0326671080300222,3,8,10,0.318176578809091,0.000158198700037226,0.897172056869708,0.102669744430255,0.105773114027512,8786,"(13) Eastern Queen Charlotte Sound",29,0,1,0,0,0,0,0,6,0
"222",34620,0.000110255537952577,0.160478023086649,6.43347700248901e-09,3,6,1,0.160588285058079,0.000686572734198524,0.999313387203869,4.00619322895333e-08,0.000913412799226704,8787,"(11) Mainland Fjords",30,0,0,0,0,0,0,0,3,0
"223",34640,0.408425588266781,0.422135721339195,7.95715747337765e-09,10,9,4,0.830561317563133,0.491746460652781,0.508253529766762,9.58045758346168e-09,0.575588222712374,8792,"(11) Mainland Fjords",31,1,0,1,0,1,0,0,10,1
"224",34843,1.0138569898647e-05,0.333318127809002,8.71596934626612e-09,2,9,5,0.33332827509487,3.0416171252683e-05,0.999969557680442,2.61483048318821e-08,0.000115745870376235,8788,"(11) Mainland Fjords",27,1,0,0,0,0,0,0,2,0
