DescriptiveID,Transect Number,Depth,GlassSponge1,GlassSponge2,GlassSponge3,PU_1Km_ID,PU_4Km_ID
chl-24-06-2018,1,29,2,2,2,44981,10369
chl-24-06-2018,2,20,2,2,2,44981,10369
cvm-25-06-2018,1,29,0,0,0,39878,9741
cvm-25-06-2018,2,20,0,0,0,39878,9741
wbm-25-06-2018,1,27,1,1,2,40129,9740
wbm-25-06-2018,2,20,0,1,1,40129,9740
wbm-25-06-2018,3,10,0,0,0,40129,9740
kbp-11-06-2018,1,31,1,2,2,55005,11938
kbp-11-06-2018,2,20,0,0,0,55005,11938
ctp-02-08-2018,1,30,1,1,1,43643,10222
ekb-23-09-2019,2,18,1,1,1,30749,8012
ekb-23-09-2019,3,5,0,0,0,30749,8012
ncc-24-09-2019,1,30,1,1,1,25743,7054
ncc-24-09-2019,2,16,0,0,0,25743,7054
exp-24-09-2019,1,33,0,0,0,30499,8001
exp-24-09-2019,2,18,0,0,0,30499,8001
exp-24-09-2019,3,5,0,0,0,30499,8001
enc-24-09-2019,1,32,0,0,0,25536,7054
enc-24-09-2019,2,20,0,0,0,25536,7054
enc-24-09-2019,3,5,0,0,0,25536,7054
joe-24-09-2019,1,30,0,0,0,32241,8315
joe-24-09-2019,2,18,0,0,0,32241,8315
joe-24-09-2019,3,5,0,0,0,32241,8315
kwm-27-09-2019,1,31,2,2,2,34640,8792
kwm-27-09-2019,2,18,1,1,1,34640,8792
kwm-27-09-2019,3,5,0,0,0,34640,8792
edm-27-09-2019,1,33,3,3,3,36162,9109
edm-27-09-2019,2,18,0,0,0,36162,9109
edm-27-09-2019,3,5,0,0,0,36162,9109
kis-27-09-2019,1,33,2,2,2,34856,8792
kis-27-09-2019,2,18,0,0,0,34856,8792
mnb-28-09-2019,1,33,2,2,2,24481,6899
mnb-28-09-2019,2,18,0,0,0,24481,6899
nal-26-09-2019,1,30,0,0,0,33114,8473
nal-26-09-2019,2,15,0,0,0,33114,8473
rat-26-09-2019,1,27,0,0,0,30945,8157
rat-26-09-2019,2,16,0,0,0,30945,8157
mos-29-09-2019,1,30,1,2,1,21941,6425
mos-29-09-2019,2,18,0,0,0,21941,6425
mos-29-09-2019,3,5,0,0,0,21941,6425
orp-29-09-2019,1,33,2,2,2,22167,6426
orp-29-09-2019,2,18,2,2,2,22167,6426
vye-29-09-2019,1,30,1,1,1,21500,6267
eth-25-09-2019,1,30,1,1,1,27594,7534
eth-25-09-2019,2,18,1,1,1,27594,7534
eth-25-09-2019,3,5,0,0,0,27594,7534
ind-25-09-2019,1,25,0,0,0,25558,7060
ind-25-09-2019,2,15,0,0,0,25558,7060
gtl-25-09-2019,1,30,1,1,1,25967,7217
gtl-25-09-2019,2,18,1,1,1,25967,7217
drw-25-09-2019,1,30,0,0,0,25347,7060
drw-25-09-2019,2,18,0,0,0,25347,7060
drw-25-09-2019,3,5,0,0,0,25347,7060
nsp-27-09-2019,1,32,3,3,3,35724,8950
nsp-27-09-2019,2,15,0,0,0,35724,8950
pin-28-09-2019,1,30,0,0,0,25549,7057
pin-28-09-2019,2,18,0,0,0,25549,7057
pin-28-09-2019,3,5,0,0,0,25549,7057
kqo-28-09-2019,1,30,0,0,0,25336,7057
kqo-28-09-2019,2,18,0,0,0,25336,7057
kqo-28-09-2019,3,5,0,0,0,25336,7057
bfp-28-09-2019,1,30,2,2,2,25962,7215
bfp-28-09-2019,2,18,0,0,0,25962,7215
cnv-11-09-2020,2,20,0,0,0,36143,9102
purp-11-09-2020,1,28,0,0,0,37039,9259
purp-11-09-2020,2,20,0,0,0,37039,9259
doc-12-09-2020,1,32,0,0,0,37550,9269
doc-12-09-2020,2,19,0,0,0,37550,9269
doc-12-09-2020,3,5,0,0,0,37550,9269
bsl-12-09-2020,1,29,0,0,0,37069,9267
bsl-12-09-2020,2,20,0,0,0,37069,9267
bsl-12-09-2020,3,5,0,0,0,37069,9267
kcr-12-09-2020,1,28,0,0,0,37546,9268
kcr-12-09-2020,2,17,0,0,0,37546,9268
kcr-12-09-2020,3,5,0,0,0,37546,9268
buh-12-09-2020,1,25,0,0,0,36829,9109
buh-12-09-2020,2,14,0,0,0,36829,9109
buh-12-09-2020,3,5,0,0,0,36829,9109
fos-13-09-2020,1,29,0,0,0,31167,8157
fos-13-09-2020,2,18,0,0,0,31167,8157
fos-13-09-2020,3,5,0,0,0,31167,8157
bar-13-09-2020,1,30,0,0,1,31391,8157
bar-13-09-2020,2,20,0,0,0,31391,8157
bar-13-09-2020,3,5,0,0,0,31391,8157
bri-13-09-2020,1,31,0,0,0,31812,8315
bri-13-09-2020,2,16,0,0,0,31812,8315
mnr-13-09-2020,1,24,0,0,0,31166,8156
mnr-13-09-2020,2,14,0,0,0,31166,8156
bri-13-09-2020,3,5,0,0,0,31812,8315
neg-14-09-2020,1,29,0,0,0,38434,9415
neg-14-09-2020,2,16,0,0,0,38434,9415
neg-14-09-2020,3,4,0,0,0,38434,9415
mr11-14-09-2020,1,27,0,0,0,40617,9732
mr11-14-09-2020,2,18,0,0,0,40617,9732
mr11-14-09-2020,3,5,0,0,0,40617,9732
smc-14-09-2020,1,27,0,0,0,39604,9573
smc-14-09-2020,2,18,0,0,0,39604,9573
smc-14-09-2020,3,10,0,0,0,39604,9573
fin-14-09-2020,1,25,0,0,0,40884,9889
fin-14-09-2020,2,18,0,0,0,40884,9889
gop-15-09-2020,1,28,0,0,0,39845,9731
gop-15-09-2020,2,17,0,0,0,39845,9731
atc-15-09-2020,1,27,0,0,0,39611,9575
atc-15-09-2020,2,16,0,0,0,39611,9575
mar-15-09-2020,1,28,0,0,0,40352,9730
mar-15-09-2020,2,18,0,0,0,40352,9730
mus-15-09-2020,1,24,0,0,0,38897,9575
mus-15-09-2020,2,17,0,0,0,38897,9575
bef-16-09-2020,1,30,0,0,0,38217,9418
bef-16-09-2020,2,15,0,0,0,38217,9418
bef-16-09-2020,3,5,0,,,38217,9418
sno-16-09-2020,1,29,0,0,0,37287,9260
sno-16-09-2020,2,16,0,0,0,37287,9260
sno-16-09-2020,3,7,0,0,0,37287,9260
cum-16-09-2020,1,28,1,0,0,38443,9418
cum-16-09-2020,2,15,0,0,0,38443,9418
brd-16-09-2020,1,28,0,0,0,37763,9260
brd-16-09-2020,2,16,0,0,0,37763,9260
brd-16-09-2020,3,4,0,0,0,37763,9260
kil-17-09-2020,1,15,0,0,0,35935,8948
kil-17-09-2020,2,6,0,0,0,35935,8948
frd-17-09-2020,1,29,0,0,0,36834,9110
frd-17-09-2020,2,17,0,0,0,36834,9110
frd-17-09-2020,3,7,0,0,0,36834,9110
whv-17-09-2020,1,27,0,0,0,37075,9269
whv-17-09-2020,2,16,0,0,0,37075,9269
mnr-17-09-2020,1,25,0,1,0,36381,9109
mnr-17-09-2020,2,17,0,0,0,36381,9109
mnr-17-09-2020,3,5,0,0,0,36381,9109
fei-18-09-2020,3,5,0,0,0,22374,6423
btr-18-09-2020,1,19,0,0,0,21284,6265
btr-18-09-2020,2,7,0,0,0,21284,6265
rur-18-09-2020,1,30,0,0,0,21933,6423
rur-18-09-2020,2,19,0,0,0,21933,6423
rur-18-09-2020,3,5,0,0,0,21933,6423
wai-18-09-2020,1,28,0,0,0,21076,6265
fei-18-09-2020,1,30,0,0,0,22374,6423
fei-18-09-2020,2,15,0,0,0,22374,6423
val-19-09-2020,1,27,0,1,0,21500,6267
val-19-09-2020,2,17,0,0,0,21500,6267
mlm-19-09-2020,1,32,1,1,0,22163,6425
mlm-19-09-2020,2,15,0,0,0,22163,6425
mlm-19-09-2020,3,6,0,0,0,22163,6425
srp-19-09-2020,1,30,1,0,0,21939,6425
srp-19-09-2020,2,18,0,0,0,21939,6425
shh-19-09-2020,1,18,0,0,0,21938,6424
shh-19-09-2020,2,10,0,0,0,21938,6424
shh-19-09-2020,3,5,0,0,0,21938,6424
fht-20-09-2020,1,32,1,1,0,30947,8159
fht-20-09-2020,2,16,0,0,0,30947,8159
fht-20-09-2020,3,6,0,0,0,30947,8159
kos-20-09-2020,1,30,1,1,0,32908,8476
kos-20-09-2020,2,16,0,0,0,32908,8476
kos-20-09-2020,3,5,0,0,0,32908,8476
kon-20-09-2020,1,30,0,0,0,32908,8476
kon-20-09-2020,2,16,0,0,0,32908,8476
kon-20-09-2020,3,5,0,0,0,32908,8476
wbp-20-09-2020,1,28,1,1,1,31613,8160
wbp-20-09-2020,2,19,0,,,31613,8160
wmn-21-09-2020,1,23,0,0,0,33758,8629
wmn-21-09-2020,2,14,0,0,0,33758,8629
wmn-21-09-2020,3,5,0,0,0,33758,8629
kdp-21-09-2020,1,30,0,0,0,33323,8470
kdp-21-09-2020,2,14,0,0,0,33323,8470
kdp-21-09-2020,3,6,0,0,0,33323,8470
kdi-21-09-2020,1,30,0,0,0,33541,8629
kdi-21-09-2020,2,17,0,0,0,33541,8629
hop-21-09-2020,1,30,0,0,0,34187,8629
hop-21-09-2020,2,18,0,0,0,34187,8629
hop-21-09-2020,3,6,0,0,0,34187,8629
muf-22-09-2020,1,25,1,0,0,29183,7843
muf-22-09-2020,2,16,0,0,0,29183,7843
muf-22-09-2020,3,5,0,0,0,29183,7843
nmr-22-09-2020,1,27,0,0,0,31817,8316
nmr-22-09-2020,2,16,0,0,0,31817,8316
sps-22-09-2020,1,30,1,1,0,29391,7843
sps-22-09-2020,2,15,1,0,0,29391,7843
sps-22-09-2020,3,6,0,0,0,29391,7843
gld-22-09-2020,1,27,0,0,0,32031,8316
gld-22-09-2020,2,15,0,0,0,32031,8316
gld-22-09-2020,3,5,0,0,0,32031,8316
wck-24-09-2020,1,28,1,1,0,38457,9428
wck-24-09-2020,2,17,0,0,0,38457,9428
wck-24-09-2020,3,5,0,0,0,38457,9428
hv2-24-09-2020,1,26,0,0,0,37313,9269
hv2-24-09-2020,2,17,0,0,0,37313,9269
hv2-24-09-2020,3,6,0,0,0,37313,9269
rst-24-09-2020,1,31,1,0,0,39150,9586
rst-24-09-2020,2,16,0,0,0,39150,9586
rst-24-09-2020,3,5,0,0,0,39150,9586
egr-24-09-2020,1,27,1,1,1,37777,9269
egr-24-09-2020,2,18,0,0,0,37777,9269
egr-24-09-2020,3,6,0,0,0,37777,9269
hay-25-09-2020,1,28,1,1,0,27192,7376
hay-25-09-2020,2,16,1,0,0,27192,7376
hay-25-09-2020,3,5,0,0,0,27192,7376
cnf-25-09-2020,1,27,0,0,0,25341,7058
cnf-25-09-2020,2,16,0,0,0,25341,7058
cnf-25-09-2020,3,5,0,0,0,25341,7058
kww-27-09-2020,1,32,1,2,1,30053,8000
kww-27-09-2020,2,17,0,0,0,30053,8000
kww-27-09-2020,3,5,0,0,0,30053,8000
jct-27-09-2020,1,30,1,1,1,30049,7999
jct-27-09-2020,2,15,0,0,0,30049,7999
cmt-26-09-2020,1,30,1,0,1,34404,8788
cmt-26-09-2020,2,18,0,0,0,34404,8788
cmt-26-09-2020,3,5,0,0,0,34404,8788
knb-26-09-2020,1,27,0,0,0,34843,8788
knb-26-09-2020,2,18,0,0,0,34843,8788
knb-26-09-2020,3,5,0,0,0,34843,8788
shh-27-09-2020,1,30,3,1,0,29830,7843
shh-27-09-2020,2,16,0,0,0,29830,7843
shh-27-09-2020,3,5,2,1,0,29830,7843
crg-27-09-2020,1,22,0,0,0,30049,7999
crg-27-09-2020,2,9,0,0,0,30049,7999
crg-27-09-2020,3,4,0,0,0,30049,7999
nfr-28-09-2020,1,30,1,0,1,37773,9266
nfr-28-09-2020,2,17,0,0,0,37773,9266
nfr-28-09-2020,3,7,0,0,0,37773,9266
sag-28-09-2020,1,26,0,0,0,36601,9108
sag-28-09-2020,2,17,0,0,0,36601,9108
sag-28-09-2020,3,5,0,0,0,36601,9108
sfr-28-09-2020,1,30,1,1,0,37773,9266
sfr-28-09-2020,2,18,1,1,0,37773,9266
sfr-28-09-2020,3,5,0,0,0,37773,9266
onu-28-09-2020,1,25,1,1,0,35508,8950
onu-28-09-2020,2,15,0,0,0,35508,8950
onu-28-09-2020,3,6,0,0,0,35508,8950
hes-12-04-2019,1,30,0,0,0,24256,6895
hes-12-04-2019,2,18,0,0,0,24256,6895
mor-17-04-2019,1,24,0,0,0,24484,6900
mor-17-04-2019,2,10,0,0,0,24484,6900
mor-17-04-2019,3,6,0,0,0,24484,6900
klb-24-04-2019,1,28,0,1,0,30748,8011
klb-24-04-2019,2,18,3,3,3,30748,8011
crg-06-03-2021,1,24,0,0,0,30049,7999
crg-06-03-2021,2,18,0,0,0,30049,7999
crg-06-03-2021,3,5,0,0,0,30049,7999
jct-06-03-2021,1,15,0,0,0,30049,7999
jct-06-03-2021,2,9,0,0,0,30049,7999
jct-06-03-2021,3,6,0,0,0,30049,7999
ikd-07-03-2021,2,10,0,0,0,33540,8629
wfg-11-03-2021,2,22,1,1,1,37772,9266
ptr-12-03-2021,1,32,0,0,0,31166,8156
ptr-12-03-2021,2,20,0,0,0,31166,8156
tmh-12-03-2021,1,25,0,0,0,33553,8632
tmh-12-03-2021,2,15,0,0,0,33553,8632
tmh-12-03-2021,3,5,0,0,0,33553,8632
ddl-12-03-2021,1,30,0,0,0,30943,8156
ddl-12-03-2021,2,17,0,0,0,30943,8156
ddl-12-03-2021,3,6,0,0,0,30943,8156
nlc-12-03-2021,1,28,0,0,0,33332,8473
nlc-12-03-2021,2,18,0,0,0,33332,8473
nlc-12-03-2021,3,6,0,0,0,33332,8473
bes-13-03-2021,1,32,0,0,0,31391,8157
bes-13-03-2021,2,18,0,0,0,31391,8157
wdc-07-03-2021,3,4,0,0,0,32676,8473
oth-08-03-2021,1,28,0,0,0,34411,8790
oth-08-03-2021,2,16,0,0,0,34411,8790
oth-08-03-2021,3,6,0,0,0,34411,8790
col-08-03-2021,1,30,1,1,0,33562,8634
col-08-03-2021,2,17,0,0,0,33562,8634
col-08-03-2021,3,6,0,0,0,33562,8634
ugp-08-03-2021,1,31,0,0,0,33991,8634
ugp-08-03-2021,2,18,0,0,0,33991,8634
ugp-08-03-2021,3,5,0,0,0,33991,8634
coc-08-03-2021,1,24,0,0,0,33128,8476
coc-08-03-2021,2,15,0,0,0,33128,8476
coc-08-03-2021,3,5,0,0,0,33128,8476
pvr-09-03-2021,1,25,0,0,0,39125,9574
pvr-09-03-2021,2,17,0,0,0,39125,9574
pvr-09-03-2021,3,5,0,0,0,39125,9574
sup-09-03-2021,1,27,0,0,0,35923,8944
sup-09-03-2021,2,17,0,0,0,35923,8944
sup-09-03-2021,3,5,0,0,0,35923,8944
wsm-10-03-2021,1,18,0,0,0,32675,8473
wsm-10-03-2021,2,5,0,0,0,32675,8473
nmr-10-03-2021,1,30,0,0,0,32240,8315
nmr-10-03-2021,2,18,0,0,0,32240,8315
mc11-09-03-2021,1,31,0,0,0,40617,9732
mc11-09-03-2021,2,18,0,0,0,40617,9732
mc11-09-03-2021,3,6,0,0,0,40617,9732
mdg-09-03-2021,1,33,0,0,0,37519,9257
mdg-09-03-2021,2,18,0,0,0,37519,9257
fgp-11-03-2021,1,31,1,1,1,35943,8950
fgp-11-03-2021,2,16,0,0,0,35943,8950
fgp-11-03-2021,3,5,0,0,0,35943,8950
orp-11-03-2021,1,29,1,1,1,33335,8473
orp-11-03-2021,2,17,0,0,0,33335,8473
orp-11-03-2021,3,5,0,0,0,33335,8473
wfg-11-03-2021,1,32,3,3,3,37772,9266
hmp-11-03-2021,1,24,0,0,0,36600,9108
hmp-11-03-2021,2,15,0,0,0,36600,9108
hmp-11-03-2021,3,9,0,0,0,36600,9108
